Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2025-BLG-0020,BLG03K0304.017859,18:00:20.96,-27:28:28.99,60750.60414,8.7,0.239,18.34,18.4,18.4,1,1.6,MB250056 OB250295
KMT-2025-BLG-0021,BLG03K0305.072832,18:00:26.74,-27:16:14.41,60752.49264,34.15,0.012,20.1,19.91,19.91,1,1.46,MB250066 OB250296 PB250004
KMT-2025-BLG-0022,BLG03K0406.003396,17:59:41.42,-27:13:36.59,60760.38473,46.85,0.475,16.42,16.42,16.42,1,2.15,MB250011
KMT-2025-BLG-0023,BLG03K0702.055510,17:58:01.49,-27:40:15.89,60745.54755,199.84,0.007,23.59,19.99,19.99,1,2.14,
KMT-2025-BLG-0024,BLG03M0108.040161,18:06:25.53,-26:58:17.80,60749.51192,13.44,0.321,19.44,19.09,19.09,1,1.02,OB250261
KMT-2025-BLG-0025,BLG03T0404.075066,17:59:55.68,-28:34:14.92,60746.20389,36.82,0.026,22.4,19.62,19.62,1,1.29,
KMT-2025-BLG-0026,BLG11K0105.001037,17:27:03.96,-29:16:26.69,60786.47584,22.69,0.087,15.76,15.76,15.76,1,1.81,OB250156
KMT-2025-BLG-0027,BLG11K0506.023517,17:24:48.78,-29:13:16.72,60742.58903,6.05,0.28,20.72,19.23,19.23,1,1.46,
KMT-2025-BLG-0028,BLG11K0606.000787,17:24:09.30,-29:15:35.89,60782.67019,97.53,0.047,18.75,15.43,15.43,1,1.34,OB250164
KMT-2025-BLG-0029,SAO11K0706.048760,17:23:20.05,-29:11:22.45,60737.82894,16.36,0.057,22.27,20.0,20.45,2,1.79,
KMT-2025-BLG-0030,BLG11M0404.003453,17:30:20.82,-29:28:54.23,60753.97988,43.7,0.054,17.97,17.81,17.81,2,2.94,OB250153 PB250041
KMT-2025-BLG-0031,BLG11M0502.006313,17:29:48.27,-29:44:31.31,60743.33543,46.52,0.278,20.34,18.19,18.19,2,1.97,
KMT-2025-BLG-0032,BLG11M0605.053869,17:29:20.25,-29:22:00.80,60748.13358,43.61,0.002,20.06,20.0,20.48,1,2.35,OB250155
KMT-2025-BLG-0033,BLG11N0301.025849,17:30:58.77,-30:58:31.33,60735.20939,3.84,0.043,19.91,20.0,20.96,2,3.21,
KMT-2025-BLG-0034,BLG11N0606.001702,17:28:53.21,-30:20:00.96,60775.63597,199.99,0.004,22.44,17.06,17.06,2,2.98,OB250213 PB250074
KMT-2025-BLG-0035,BLG11T0607.020398,17:24:00.06,-30:15:07.70,60766.95674,57.5,0.042,19.98,19.91,19.91,2,2.5,OB250162
KMT-2025-BLG-0036,BLG12K0102.066863,17:27:18.23,-27:38:19.57,60737.90838,43.85,0.101,22.28,20.0,21.55,2,2.03,
KMT-2025-BLG-0037,BLG12M0206.002987,17:31:37.43,-27:02:24.07,60817.71547,93.87,0.101,18.61,18.68,18.68,2,3.22,
KMT-2025-BLG-0038,BLG12N0401.103447,17:30:27.60,-28:47:42.36,60741.31909,25.77,0.278,20.87,20.0,25.0,3,2.65,
KMT-2025-BLG-0039,BLG12T0106.023323,17:27:22.95,-28:12:46.12,60743.08418,49.75,0.163,20.68,20.0,20.12,2,1.96,OB250152
KMT-2025-BLG-0040,BLG12T0202.005490,17:26:21.29,-28:43:38.71,60785.16263,48.49,0.45,18.34,18.58,18.58,2,1.97,OB250159
KMT-2025-BLG-0041,BLG12T0204.021716,17:26:44.13,-28:28:19.16,60741.00135,9.9,0.401,19.99,20.0,20.19,2,2.09,OB250160
KMT-2025-BLG-0042,BLG13M0108.012159,17:39:43.54,-33:21:11.59,60739.24845,74.68,0.07,19.91,19.94,19.94,2,3.35,
KMT-2025-BLG-0043,BLG13T0103.005376,17:34:36.64,-35:07:53.44,60748.7228,77.82,0.127,19.85,19.83,19.83,2,4.68,
KMT-2025-BLG-0044,BLG14K0302.044318,17:35:28.77,-28:37:28.27,60744.79127,9.25,0.169,20.86,20.0,20.83,2,2.95,
KMT-2025-BLG-0045,BLG14K0605.117512,17:33:42.27,-28:12:43.56,60743.80683,19.34,0.187,19.72,20.0,25.0,3,2.7,
KMT-2025-BLG-0046,BLG14M0304.010302,17:40:12.12,-28:26:37.46,60766.75516,57.91,0.088,19.6,19.53,19.53,2,4.27,OB250220 PB250461
KMT-2025-BLG-0047,BLG14M0406.017962,17:39:18.39,-28:06:32.62,60742.96849,17.77,0.285,19.49,19.52,19.52,2,2.8,OB250221
KMT-2025-BLG-0048,SAO14M0802.010965,17:37:19.62,-28:35:46.75,60733.83581,14.15,0.904,19.69,19.33,19.33,2,3.23,
KMT-2025-BLG-0049,BLG14T0401.021796,17:34:36.19,-29:52:10.96,60745.32455,7.18,0.342,20.01,20.0,20.01,2,2.77,
KMT-2025-BLG-0050,SAO14T0801.018537,17:32:19.32,-29:55:53.40,60735.71314,8.96,0.165,19.99,20.0,20.25,2,2.88,
KMT-2025-BLG-0051,BLG15K0501.044740,17:34:21.65,-26:37:02.78,60745.48635,13.7,0.547,19.97,20.0,20.8,2,2.56,
KMT-2025-BLG-0052,BLG15M0302.076551,17:40:03.89,-26:32:37.90,60743.36967,25.61,0.118,21.72,20.0,21.53,2,2.64,
KMT-2025-BLG-0053,BLG15M0303.038323,17:39:57.90,-26:21:26.35,60742.98596,9.73,0.033,21.63,20.0,20.73,2,2.67,
KMT-2025-BLG-0054,BLG15N0202.044662,17:40:31.90,-27:35:42.68,60738.11608,3.01,0.499,19.28,20.0,21.14,2,3.55,
KMT-2025-BLG-0055,BLG15N0205.021007,17:40:32.77,-27:16:19.49,60755.96938,26.25,0.197,20.16,20.0,20.31,2,3.17,OB250282
KMT-2025-BLG-0056,BLG15T0301.000959,17:35:13.04,-27:45:11.45,60755.2602,11.18,0.335,16.92,16.94,16.94,2,2.93,PB250055
KMT-2025-BLG-0057,BLG15T0406.003351,17:34:50.18,-27:10:45.30,60740.35203,6.05,0.562,17.55,16.7,16.7,1,2.19,MB250058 OB250149
KMT-2025-BLG-0058,BLG15T0505.004572,17:34:10.56,-27:19:10.20,60736.52873,7.03,0.667,19.38,18.3,18.3,1,3.19,
KMT-2025-BLG-0059,BLG15T0808.001862,17:32:34.08,-26:55:22.37,60767.10751,28.29,0.689,19.11,18.35,18.35,2,3.52,OB250273
KMT-2025-BLG-0060,BLG16M0608.059029,17:38:21.59,-23:41:31.27,60748.0193,37.49,0.108,21.4,20.0,21.59,2,1.7,
KMT-2025-BLG-0061,BLG16M0805.016316,17:37:22.28,-24:01:36.80,60744.87816,23.01,0.107,20.01,19.91,19.91,2,2.14,OB250174
KMT-2025-BLG-0062,BLG16N0303.002018,17:40:04.18,-25:26:06.72,60846.28513,197.66,0.693,17.06,17.29,17.29,2,2.68,
KMT-2025-BLG-0063,BLG16N0403.023840,17:39:54.38,-25:26:28.72,60753.89625,29.46,0.139,20.83,20.0,20.61,2,2.8,
KMT-2025-BLG-0064,BLG16T0504.008191,17:34:20.20,-25:14:55.07,60737.4436,9.01,0.023,20.86,20.0,21.16,2,3.66,
KMT-2025-BLG-0065,BLG17K0601.017263,17:41:20.98,-33:09:42.23,60751.24631,10.68,0.451,19.98,20.0,20.52,2,3.57,
KMT-2025-BLG-0066,BLG17M0703.031549,17:45:53.47,-32:52:36.23,60740.36626,25.99,0.144,20.79,20.0,21.17,2,3.12,OB250210
KMT-2025-BLG-0067,BLG17N0806.002567,17:45:18.87,-33:34:40.01,60741.31049,16.67,0.829,16.21,16.21,16.21,1,1.86,MB250068 OB250132 PB250036
KMT-2025-BLG-0068,BLG17T0107.068436,17:44:28.97,-33:27:23.36,60747.05813,16.72,0.284,20.91,20.0,22.3,2,2.25,
KMT-2025-BLG-0069,BLG18K0204.055592,17:44:52.07,-26:12:55.51,60747.64261,19.09,0.091,20.71,20.0,21.32,2,2.85,
KMT-2025-BLG-0070,BLG18K0502.013057,17:43:13.24,-26:28:23.88,60754.4132,28.66,0.197,19.72,19.37,19.37,2,2.92,
KMT-2025-BLG-0071,BLG18T0407.042157,17:44:00.49,-27:01:16.32,60746.62072,42.51,0.073,22.36,20.0,21.36,2,3.97,
KMT-2025-BLG-0072,BLG19N0803.030301,17:46:18.50,-25:25:51.53,60742.44469,39.68,0.029,19.9,20.0,20.88,2,3.16,PB250016
KMT-2025-BLG-0073,SAO19N0808.033197,17:46:28.95,-24:45:12.78,60742.56499,34.88,0.011,21.51,20.0,21.29,2,3.42,OB250183
KMT-2025-BLG-0074,BLG19T0208.005789,17:44:47.52,-24:43:11.39,60743.2418,10.01,0.107,18.7,18.61,18.61,2,2.95,OB250184 PB250014
KMT-2025-BLG-0075,BLG19T0404.006896,17:43:48.91,-25:18:58.57,60757.01341,30.02,0.088,19.09,19.12,19.12,2,3.25,OB250225 PB250012
KMT-2025-BLG-0076,BLG20M0203.011840,17:49:26.99,-22:09:56.23,60741.0815,29.13,0.165,18.95,18.95,18.95,4,2.04,OB250190
KMT-2025-BLG-0077,SAO21N0308.001534,17:58:06.16,-35:29:29.11,60760.20421,20.02,0.667,16.27,16.27,16.27,1,0.79,OB250050
KMT-2025-BLG-0078,BLG22T0204.000536,17:53:31.15,-33:55:47.60,60765.8654,23.35,0.788,15.0,15.01,15.01,1,1.39,MB250033
KMT-2025-BLG-0079,SAO34K0602.012989,18:00:36.19,-31:55:08.00,60753.07169,27.8,0.513,18.21,18.5,18.5,1,1.12,MB250103
KMT-2025-BLG-0080,SAO35N0103.019573,18:08:53.79,-26:34:46.49,60744.1214,10.74,0.376,18.75,18.78,18.78,1,1.22,OB250071
KMT-2025-BLG-0081,BLG37K0306.010536,17:42:45.02,-34:38:15.25,60740.49858,6.34,0.391,18.88,18.84,18.84,2,1.77,
KMT-2025-BLG-0082,BLG37K0503.010966,17:41:29.29,-34:58:19.81,60749.09745,27.67,0.386,19.86,19.28,19.28,2,2.23,OB250146
KMT-2025-BLG-0083,BLG37M0404.019084,17:47:36.67,-34:50:38.62,60753.80608,50.65,0.455,19.64,18.55,18.55,1,0.89,OB250139
KMT-2025-BLG-0084,BLG37T0103.005632,17:44:06.71,-36:03:42.05,60733.6928,34.68,0.106,19.44,18.48,18.48,4,1.65,OB250143
KMT-2025-BLG-0085,BLG37T0605.058476,17:41:00.50,-35:54:19.44,60741.62453,44.68,0.046,22.01,20.0,21.78,3,2.22,
KMT-2025-BLG-0086,BLG41K0407.023227,17:51:56.69,-30:22:20.50,60749.45063,16.81,0.149,20.95,19.1,19.1,1,2.22,
KMT-2025-BLG-0087,BLG41K0407.065062,17:52:04.66,-30:25:30.50,60748.87573,13.99,0.209,20.46,20.0,20.34,1,2.27,OB250287
KMT-2025-BLG-0088,BLG41T0606.007988,17:50:44.04,-31:36:36.94,60747.51144,24.7,0.074,21.87,20.0,20.47,2,4.58,
KMT-2025-BLG-0089,BLG42K0401.012621,17:51:50.27,-29:02:56.04,60748.94805,17.23,0.347,19.53,18.8,18.8,2,3.35,OB250254 PB250022
KMT-2025-BLG-0090,BLG42M0201.041622,17:57:49.08,-29:04:09.98,60749.55133,18.07,0.089,21.12,19.13,19.13,1,1.5,
KMT-2025-BLG-0091,BLG42N0401.017789,17:57:00.42,-30:05:15.90,60747.94439,28.7,0.085,22.25,18.4,18.4,1,1.4,
KMT-2025-BLG-0092,BLG42N0501.076384,17:56:24.13,-30:09:19.40,60742.27438,18.86,0.036,20.26,19.93,19.93,1,1.4,
KMT-2025-BLG-0093,BLG42N0502.057827,17:56:24.41,-30:05:00.49,60744.09923,18.8,0.009,20.57,19.5,19.5,1,1.4,MB250050
KMT-2025-BLG-0094,BLG42N0504.076857,17:56:17.77,-29:48:56.20,60757.15816,31.04,0.167,19.93,20.0,20.0,1,1.8,OB250291
KMT-2025-BLG-0095,BLG42N0608.071357,17:55:40.52,-29:12:40.79,60744.83374,24.31,0.182,20.88,19.64,19.64,1,1.72,OB250040
KMT-2025-BLG-0096,BLG42N0805.110138,17:54:27.00,-29:36:48.49,60744.86897,18.94,0.024,22.29,20.0,20.72,1,1.43,
KMT-2025-BLG-0097,BLG42T0803.001700,17:49:38.35,-29:55:26.62,60778.79219,99.05,0.135,17.61,16.73,16.73,1,3.62,OB250020 PB250019
KMT-2025-BLG-0098,BLG43N0505.005238,18:04:04.74,-28:33:03.20,60741.79814,44.26,0.057,19.57,16.66,16.66,1,1.0,MB250032 OB250057
KMT-2025-BLG-0099,SAO43T0206.071272,18:00:33.72,-28:24:56.02,60743.99944,4.87,0.123,20.24,19.45,19.45,1,1.23,
KMT-2025-BLG-0100,SAO01K0204.014840,17:53:25.52,-30:36:37.69,60734.75218,20.6,0.601,18.67,18.61,18.61,1,2.07,MB250059 OB250099
KMT-2025-BLG-0101,BLG01K0802.031321,17:49:47.75,-30:51:56.02,60769.52015,57.34,0.115,20.11,20.0,20.15,1,3.18,OB250301 PB250063
KMT-2025-BLG-0102,BLG01M0303.008857,17:57:53.09,-30:44:05.21,60754.80188,11.61,0.493,18.04,17.92,17.92,1,1.74,MB250067
KMT-2025-BLG-0103,BLG01N0102.003818,17:59:11.51,-31:58:12.50,60780.70917,72.88,0.208,17.37,17.38,17.38,1,1.81,MB250100 OB250046
KMT-2025-BLG-0104,BLG02K0608.032857,17:50:58.75,-28:02:35.74,60749.58783,1.83,0.595,19.93,20.0,22.66,2,7.21,
KMT-2025-BLG-0105,BLG02T0102.096108,17:54:17.13,-29:54:22.28,60753.17236,7.1,0.434,19.11,19.93,19.93,1,1.4,
KMT-2025-BLG-0106,BLG02T0406.051754,17:52:08.57,-29:20:06.61,60753.42475,23.45,0.064,21.1,19.91,19.91,1,2.75,
KMT-2025-BLG-0107,BLG02T0608.032470,17:51:10.17,-29:04:25.93,60762.84078,103.42,0.053,21.35,20.0,20.79,2,4.28,OB250255 PB250021
KMT-2025-BLG-0108,BLG03K0605.012010,17:58:55.92,-27:19:17.51,60749.89546,3.11,0.677,19.47,18.32,18.32,1,2.02,
KMT-2025-BLG-0109,BLG03K0801.008925,17:57:22.68,-27:50:15.22,60763.84432,31.42,0.27,19.39,18.82,18.82,2,3.33,OB250290 PB250125
KMT-2025-BLG-0110,BLG03N0605.044123,18:03:25.84,-28:22:50.59,60757.47326,50.12,0.174,20.43,18.89,18.89,1,0.86,
KMT-2025-BLG-0111,BLG03N0608.040177,18:03:19.40,-28:04:39.40,60761.79723,57.02,0.122,19.82,18.95,18.95,1,0.87,MB250087 OB250347 OB250472
KMT-2025-BLG-0112,BLG03N0808.088281,18:02:19.34,-28:05:41.21,60749.41387,9.84,0.51,19.97,20.0,20.21,1,1.03,
KMT-2025-BLG-0113,SAO11T0706.046287,17:23:25.17,-30:18:23.58,60749.0834,6.84,0.215,21.09,20.0,21.5,2,2.71,
KMT-2025-BLG-0114,BLG14K0108.098706,17:36:29.94,-27:53:42.58,60748.60911,4.52,0.131,20.57,20.0,25.0,3,3.22,
KMT-2025-BLG-0115,BLG14K0705.076293,17:32:41.57,-28:18:29.02,60749.61718,33.67,0.038,21.49,20.0,21.36,2,2.45,
KMT-2025-BLG-0116,BLG16M0706.090304,17:37:40.25,-23:53:24.68,60751.01292,23.17,0.002,21.64,20.0,22.48,2,1.66,
KMT-2025-BLG-0117,SAO18K0503.007930,17:43:15.21,-26:23:54.17,60746.0418,41.0,0.116,18.58,18.57,18.57,2,2.9,OB250198
KMT-2025-BLG-0118,BLG18M0806.060968,17:46:31.86,-26:01:16.25,60748.26362,67.21,0.053,22.88,20.0,21.45,3,3.39,
KMT-2025-BLG-0119,BLG18T0404.004915,17:43:44.05,-27:21:18.83,60787.47509,199.99,0.097,19.36,18.62,18.62,2,3.59,PB250045
KMT-2025-BLG-0120,BLG19K0506.036806,17:43:18.57,-23:57:33.59,60761.60724,37.92,0.494,19.56,19.52,19.52,1,1.6,OB250331
KMT-2025-BLG-0121,BLG19M0405.002923,17:48:38.01,-23:59:55.68,60755.13708,9.17,0.115,18.62,16.97,16.97,2,2.09,
KMT-2025-BLG-0122,BLG19M0802.026932,17:46:35.09,-24:24:42.77,60748.18486,191.35,0.023,23.91,20.0,20.53,2,2.68,
KMT-2025-BLG-0123,BLG19T0303.078145,17:44:26.75,-25:26:58.88,60747.02341,26.68,0.045,22.68,20.0,22.44,2,3.42,
KMT-2025-BLG-0124,BLG19T0502.004707,17:43:29.71,-25:29:40.06,60803.91888,60.81,0.23,18.13,18.2,18.2,2,2.67,PB250068
KMT-2025-BLG-0125,BLG20M0406.003821,17:48:24.33,-21:45:26.46,60753.21387,6.16,0.685,17.9,17.78,17.78,4,1.97,OB250280
KMT-2025-BLG-0126,BLG20N0501.001841,17:47:50.73,-23:29:33.79,60752.75505,32.94,0.045,16.96,16.65,16.65,2,1.75,OB250180
KMT-2025-BLG-0127,BLG21K0106.021021,17:54:08.83,-34:38:55.00,60752.30271,20.48,0.196,19.19,18.92,18.92,1,1.03,OB250033
KMT-2025-BLG-0128,BLG31N0806.051161,18:13:48.93,-26:13:10.88,60751.53543,49.0,0.024,22.29,19.99,19.99,1,1.07,
KMT-2025-BLG-0129,SAO31T0304.053519,18:11:53.05,-26:23:38.29,60759.96206,22.18,0.497,20.09,19.95,19.95,1,1.17,OB250299
KMT-2025-BLG-0130,BLG31T0504.013573,18:11:02.67,-26:29:34.91,60751.05829,4.86,0.598,18.2,18.22,18.22,1,0.92,
KMT-2025-BLG-0131,BLG34K0807.041802,17:59:28.41,-31:18:32.11,60773.83319,158.96,0.039,20.03,19.81,19.81,1,1.54,MB250062 OB250294
KMT-2025-BLG-0132,SAO34T0201.004087,18:03:13.96,-33:08:48.41,60752.81654,5.76,0.014,18.24,17.57,17.57,1,0.9,MB250074 MB250077 OB250297
KMT-2025-BLG-0133,BLG37K0806.047326,17:39:43.04,-34:38:56.11,60751.93119,8.27,0.059,21.78,20.0,21.59,2,2.76,
KMT-2025-BLG-0134,BLG41K0403.008830,17:51:59.47,-30:52:53.00,60768.39739,58.89,0.11,20.94,17.79,17.79,1,2.5,OB250300
KMT-2025-BLG-0135,BLG41K0407.006513,17:52:08.65,-30:23:04.70,60751.0634,16.47,0.988,17.73,17.21,17.21,1,2.22,OB250288 OB250355
KMT-2025-BLG-0136,BLG41T0106.066902,17:53:42.32,-31:38:39.19,60748.61231,14.55,0.228,20.9,20.0,20.5,1,2.04,
KMT-2025-BLG-0137,SAO42K0101.011246,17:53:38.29,-29:03:20.48,60764.01122,57.38,0.468,17.3,17.27,17.27,1,2.11,MB250073 OB250007
KMT-2025-BLG-0138,BLG42K0405.023439,17:52:02.77,-28:29:56.87,60762.09593,27.51,0.183,20.02,20.0,20.3,2,3.62,OB250286 PB250023
KMT-2025-BLG-0139,BLG42M0406.077657,17:57:04.36,-28:24:32.80,60752.382,21.33,0.164,21.29,20.0,20.14,1,1.86,
KMT-2025-BLG-0140,BLG42M0502.038807,17:56:18.83,-28:50:46.72,60752.9093,12.46,0.011,20.92,19.21,19.21,1,2.07,MB250076
KMT-2025-BLG-0141,SAO42N0106.015534,17:58:31.95,-29:27:40.28,60749.10572,88.27,0.027,20.34,18.08,18.08,1,1.3,MB250061
KMT-2025-BLG-0142,SAO42N0806.042897,17:54:35.72,-29:29:07.58,60750.8373,18.13,0.186,18.95,18.9,18.9,1,1.43,MB250055 OB250259
KMT-2025-BLG-0143,BLG43K0502.044994,17:58:58.05,-27:46:52.00,60751.98043,10.34,0.01,21.11,19.6,19.6,1,2.05,
KMT-2025-BLG-0144,BLG43T0307.067159,17:59:57.89,-28:15:32.69,60749.74362,24.76,0.177,20.86,19.45,19.45,1,1.4,
KMT-2025-BLG-0145,BLG43T0602.084294,17:58:19.37,-28:58:22.69,60751.41777,7.15,0.189,19.8,19.71,19.71,1,1.16,
KMT-2025-BLG-0146,BLG43T0806.055429,17:57:21.41,-28:25:10.88,60756.75678,12.38,0.539,19.59,19.49,19.49,1,1.63,
KMT-2025-BLG-0147,BLG02T0802.011209,17:49:50.25,-29:51:24.08,60762.62449,58.77,0.402,19.39,18.4,18.4,1,3.59,OB250019 PB250083
KMT-2025-BLG-0148,SAO03M0205.050045,18:05:33.79,-27:15:46.58,60755.15279,5.52,0.076,19.19,19.15,19.15,1,0.9,MB250078
KMT-2025-BLG-0149,SAO17N0706.002987,17:45:34.88,-33:40:47.39,60763.7802,76.39,0.117,18.26,16.18,16.18,1,1.55,MB250038 OB250131 PB250066
KMT-2025-BLG-0150,BLG21M0704.020051,17:55:36.23,-34:55:10.81,60781.20297,60.83,0.153,19.11,19.04,19.04,1,1.01,MB250088 OB250051
KMT-2025-BLG-0151,SAO37M0303.001133,17:48:09.41,-35:02:09.82,60751.38224,13.28,0.063,19.29,15.36,15.36,1,0.97,MB250065
KMT-2025-BLG-0152,BLG37M0305.022892,17:47:59.39,-34:42:26.71,60762.6383,29.67,0.47,19.64,18.92,18.92,1,1.2,OB250327
KMT-2025-BLG-0153,BLG41K0106.035729,17:53:52.11,-30:31:00.52,60753.90739,19.2,0.004,22.24,19.06,19.06,1,1.57,MB250081
KMT-2025-BLG-0154,SAO42T0401.017326,17:52:12.48,-30:10:41.30,60752.27146,95.75,0.003,24.31,18.34,18.34,1,1.72,
KMT-2025-BLG-0155,BLG02T0303.070089,17:52:53.82,-29:47:43.19,60761.15537,29.6,0.1,20.76,19.68,19.68,1,1.96,OB250341
KMT-2025-BLG-0156,BLG04K0406.072278,18:01:35.94,-29:15:31.90,60753.10896,39.5,0.038,22.86,19.99,19.99,1,1.34,
KMT-2025-BLG-0157,SAO04M0805.001638,18:04:20.88,-29:22:51.31,60769.3809,22.75,0.568,16.35,15.28,15.28,1,0.88,MB250057 OB250063
KMT-2025-BLG-0158,BLG04N0406.006333,18:06:39.88,-30:23:53.20,60765.39162,16.54,0.744,17.79,17.83,17.83,1,0.94,OB250317
KMT-2025-BLG-0159,BLG11K0104.032812,17:26:58.47,-29:30:42.91,60752.36309,41.71,0.114,20.37,19.61,19.61,1,1.85,OB250157
KMT-2025-BLG-0160,BLG11K0806.027639,17:22:56.69,-29:15:41.94,60760.02937,35.06,0.19,20.92,20.0,20.39,2,2.05,
KMT-2025-BLG-0161,BLG13M0603.010064,17:36:25.18,-33:58:26.26,60761.95637,7.74,0.923,19.38,20.0,20.13,2,4.27,
KMT-2025-BLG-0162,BLG13N0106.003618,17:39:44.97,-34:42:11.88,60799.21937,37.75,0.15,17.87,18.12,18.12,2,2.51,OB250408
KMT-2025-BLG-0163,BLG16M0406.003442,17:39:28.29,-23:55:22.91,60794.04111,37.73,0.234,17.68,17.86,17.86,2,1.8,OB250173
KMT-2025-BLG-0164,BLG16N0406.002555,17:39:54.01,-25:00:56.84,60773.45171,28.99,0.501,18.39,18.33,18.33,2,3.25,OB250455
KMT-2025-BLG-0165,BLG17T0305.009372,17:42:42.99,-33:45:38.59,60766.5781,35.88,0.19,19.28,19.35,19.35,2,2.94,OB250551
KMT-2025-BLG-0166,BLG37N0107.018004,17:49:31.29,-35:38:06.61,60751.67215,72.12,0.084,22.71,18.94,18.94,1,1.06,
KMT-2025-BLG-0167,BLG41M0208.008200,17:58:02.41,-30:13:15.38,60754.95054,13.27,0.167,21.21,17.84,17.84,1,1.66,
KMT-2025-BLG-0168,BLG41N0207.070697,17:58:06.94,-31:31:43.90,60755.16893,7.67,0.564,19.92,20.0,20.4,1,1.33,
KMT-2025-BLG-0169,BLG41N0306.074770,17:57:38.09,-31:38:04.81,60761.72784,16.53,0.257,19.95,20.0,20.54,1,1.49,OB250375
KMT-2025-BLG-0170,BLG42T0206.021144,17:53:15.29,-29:29:58.49,60754.12046,1.08,0.399,18.4,18.46,18.46,1,2.07,
KMT-2025-BLG-0171,BLG01M0207.003977,17:58:36.57,-30:18:46.40,60789.15672,23.84,0.403,16.54,16.55,16.55,1,1.51,MB250102 PB250096
KMT-2025-BLG-0172,BLG04T0606.012514,18:00:16.74,-30:28:04.51,60758.49235,133.02,0.007,22.06,18.14,18.14,1,1.2,OB250313
KMT-2025-BLG-0173,BLG11M0306.067256,17:31:00.63,-29:14:25.48,60754.10215,10.98,0.811,19.97,20.0,21.75,2,3.19,
KMT-2025-BLG-0174,BLG11N0407.020417,17:30:09.86,-30:09:33.48,60765.71527,39.75,0.417,19.56,19.78,19.78,2,2.09,
KMT-2025-BLG-0175,BLG14K0202.074560,17:35:44.26,-28:37:57.29,60753.53851,15.77,0.497,20.89,20.0,21.43,2,3.0,
KMT-2025-BLG-0176,BLG15K0102.093605,17:36:21.00,-26:34:16.97,60755.70318,12.51,0.075,21.62,20.0,22.42,2,2.78,
KMT-2025-BLG-0177,BLG15T0502.009784,17:33:57.69,-27:41:32.78,60755.41888,7.37,0.835,19.27,19.61,19.61,2,2.7,
