Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2024-BLG-0050,BLG13M0304.003101,17:38:09.62,-33:47:32.14,60380.39228,63.99,0.002,22.76,18.34,18.34,2,3.5,
KMT-2024-BLG-0051,BLG13M0704.024935,17:35:52.77,-33:53:37.03,60381.37668,38.3,0.321,20.0,20.0,21.92,2,5.72,
KMT-2024-BLG-0052,BLG13N0106.002695,17:39:28.86,-34:45:44.03,60383.51423,15.19,0.418,17.84,17.79,17.79,2,2.55,
KMT-2024-BLG-0053,BLG14K0101.030441,17:36:27.42,-28:46:43.46,60368.55647,33.43,0.052,20.19,20.0,20.63,2,3.05,OB240118
KMT-2024-BLG-0054,BLG14K0406.040763,17:34:29.37,-28:05:07.76,60370.36917,10.47,0.121,19.96,20.0,20.78,2,2.66,
KMT-2024-BLG-0055,BLG14K0707.013563,17:33:09.62,-28:05:07.01,60376.44893,6.81,0.083,22.17,19.93,19.93,2,2.65,
KMT-2024-BLG-0056,BLG14K0806.046921,17:32:39.91,-28:11:19.90,60377.53243,95.58,0.004,23.3,20.0,21.25,2,3.03,
KMT-2024-BLG-0057,SAO14M0103.050920,17:41:10.49,-28:32:36.06,60369.94817,8.98,0.091,21.41,20.0,22.18,3,4.65,
KMT-2024-BLG-0058,BLG14M0605.042226,17:38:10.46,-28:18:54.40,60381.31412,76.97,0.036,23.09,20.0,21.52,2,3.49,
KMT-2024-BLG-0059,BLG14N0805.032985,17:37:21.22,-29:25:06.60,60377.56578,44.5,0.014,22.56,20.0,20.93,2,3.48,
KMT-2024-BLG-0060,BLG14N0808.007405,17:37:27.79,-29:03:25.02,60380.19956,114.75,0.028,22.94,18.55,18.55,2,3.42,
KMT-2024-BLG-0061,BLG14T0501.044349,17:33:54.82,-29:51:49.43,60382.58503,13.71,0.214,20.55,20.0,21.08,2,3.01,
KMT-2024-BLG-0062,BLG15K0408.001220,17:34:55.28,-25:49:50.56,60390.79755,27.42,0.18,19.76,19.89,19.89,2,4.72,
KMT-2024-BLG-0063,BLG15K0506.018645,17:34:10.29,-26:05:11.44,60394.04088,25.09,0.213,20.3,20.0,21.46,2,3.32,
KMT-2024-BLG-0064,BLG15K0601.010211,17:33:24.07,-26:43:09.12,60377.17994,9.11,0.637,19.62,19.67,19.67,2,2.4,
KMT-2024-BLG-0065,BLG15M0304.007754,17:40:04.70,-26:17:44.30,60381.89244,40.29,0.069,20.45,18.75,18.75,2,2.45,OB240117
KMT-2024-BLG-0066,BLG15N0101.028311,17:41:12.75,-27:44:44.12,60394.3276,53.96,0.151,20.24,20.0,20.5,2,3.33,OB240276
KMT-2024-BLG-0067,SAO15N0201.006943,17:40:52.43,-27:44:57.95,60386.42409,42.14,0.131,18.53,18.45,18.45,2,3.16,OB240068
KMT-2024-BLG-0068,BLG15N0302.007241,17:39:59.98,-27:37:11.86,60397.33841,27.35,0.75,18.59,18.66,18.66,2,3.1,OB240214
KMT-2024-BLG-0069,BLG15N0307.034483,17:40:03.92,-27:03:02.09,60375.59764,33.17,0.197,20.12,20.0,20.98,2,3.13,
KMT-2024-BLG-0070,BLG15N0508.105589,17:39:09.68,-26:50:59.42,60369.7903,24.6,0.159,20.35,20.0,25.0,3,3.07,
KMT-2024-BLG-0071,BLG15T0206.013146,17:35:44.08,-27:10:04.40,60382.74236,12.95,0.096,20.32,18.8,18.8,1,2.12,OB240259
KMT-2024-BLG-0072,SSO16M0502.035290,17:39:02.33,-24:22:52.00,60381.69876,18.11,0.022,21.73,20.0,20.26,2,1.93,
KMT-2024-BLG-0073,BLG16T0206.008394,17:35:59.29,-24:58:47.17,60388.58164,67.96,0.298,19.87,19.9,19.9,2,2.78,OB240218
KMT-2024-BLG-0074,SAO16T0505.041206,17:34:26.32,-25:12:23.33,60376.96463,21.99,0.048,21.49,20.0,22.08,2,3.61,
KMT-2024-BLG-0075,SAO17K0707.003220,17:40:41.40,-32:22:11.75,60369.80166,17.32,0.059,19.66,19.65,19.65,2,5.88,
KMT-2024-BLG-0076,BLG17M0401.021169,17:47:42.90,-33:03:56.27,60372.67879,10.18,0.125,20.78,20.0,20.27,2,2.61,
KMT-2024-BLG-0077,BLG17N0807.054363,17:45:16.43,-33:27:16.70,60377.90729,29.88,0.227,21.09,20.0,20.25,1,2.11,
KMT-2024-BLG-0078,BLG17T0208.003573,17:43:48.66,-33:18:50.15,60374.52796,4.94,0.317,18.54,18.48,18.48,2,3.23,
KMT-2024-BLG-0079,BLG17T0704.015144,17:40:26.49,-33:49:45.08,60375.75363,21.77,0.422,19.77,19.76,19.76,2,2.86,
KMT-2024-BLG-0080,BLG17T0803.098622,17:39:49.46,-34:00:00.36,60372.59648,1.65,0.072,19.64,20.0,25.0,3,3.04,
KMT-2024-BLG-0081,BLG17T0805.003717,17:40:01.27,-33:44:51.72,60375.38698,10.47,0.002,18.5,18.07,18.07,4,2.87,OB240210
KMT-2024-BLG-0082,BLG18K0105.010180,17:45:24.62,-26:04:55.52,60396.44534,21.02,0.104,18.74,18.91,18.91,2,2.69,OB240217
KMT-2024-BLG-0083,BLG18K0306.011928,17:44:16.05,-25:57:57.06,60386.9642,31.75,0.12,19.42,19.3,19.3,2,2.8,
KMT-2024-BLG-0084,BLG18K0403.073814,17:44:10.47,-26:23:49.20,60378.26893,11.67,0.013,22.84,20.0,21.64,2,3.2,
KMT-2024-BLG-0085,BLG18K0404.001064,17:43:59.93,-26:15:58.54,60376.50396,2.08,0.563,16.67,16.39,16.39,2,2.93,
KMT-2024-BLG-0086,BLG18K0407.000803,17:44:02.89,-25:51:35.89,60376.34388,25.4,0.202,16.28,16.28,16.28,2,2.95,
KMT-2024-BLG-0087,SSO18K0504.063893,17:43:35.63,-26:15:29.27,60371.17149,27.26,0.021,22.43,20.0,21.24,2,2.78,
KMT-2024-BLG-0088,BLG18K0505.037946,17:43:30.10,-26:07:12.58,60379.09603,26.59,0.017,22.19,20.0,20.8,2,3.01,
KMT-2024-BLG-0089,BLG18N0805.000987,17:46:12.74,-27:11:34.48,60394.63137,61.7,0.05,18.2,18.26,18.26,2,5.12,
KMT-2024-BLG-0090,BLG19K0407.003190,17:43:46.80,-23:49:52.72,60405.54309,17.07,0.193,16.97,16.72,16.72,1,1.57,OB240267
KMT-2024-BLG-0091,SAO19K0506.063113,17:43:08.83,-23:55:47.21,60370.03692,47.26,0.034,21.67,20.0,20.32,1,1.71,
KMT-2024-BLG-0092,BLG19K0603.012752,17:42:50.86,-24:14:43.12,60415.06882,74.92,0.232,19.5,18.7,18.7,1,1.93,OB240194
KMT-2024-BLG-0093,BLG19K0802.005757,17:41:47.39,-24:28:46.60,60407.43245,37.89,0.392,18.01,17.69,17.69,1,1.8,OB240193
KMT-2024-BLG-0094,BLG19M0305.079528,17:49:03.22,-23:59:07.08,60382.40797,93.28,0.015,22.71,20.0,21.68,2,2.02,
KMT-2024-BLG-0095,BLG19M0402.078852,17:48:33.94,-24:25:29.24,60377.75047,7.78,0.06,22.19,20.0,22.1,2,2.71,
KMT-2024-BLG-0096,BLG19M0404.001187,17:48:38.64,-24:12:49.10,60392.13685,22.34,0.037,16.23,16.23,16.23,2,2.56,OB240203
KMT-2024-BLG-0097,BLG19M0803.007384,17:46:23.92,-24:15:56.38,60374.65853,14.78,0.028,21.16,18.73,18.73,2,2.3,
KMT-2024-BLG-0098,BLG19T0704.038695,17:42:23.79,-25:14:08.48,60377.07589,34.63,0.323,19.83,20.0,20.59,1,2.75,OB240278
KMT-2024-BLG-0099,BLG20T0503.038642,17:43:25.22,-23:21:00.07,60391.32764,25.12,0.302,19.92,20.0,20.4,2,1.87,OB240268
KMT-2024-BLG-0100,SAO22K0206.008614,17:53:26.11,-32:28:27.41,60373.0335,10.56,0.193,18.41,17.93,17.93,1,1.52,OB240165
KMT-2024-BLG-0101,SSO22K0303.009244,17:52:56.74,-32:51:41.29,60373.61517,23.42,0.15,20.07,18.1,18.1,1,1.53,OB240164
KMT-2024-BLG-0102,BLG22K0304.019785,17:52:46.32,-32:43:30.50,60371.11644,39.0,0.109,21.5,18.86,18.86,1,1.5,
KMT-2024-BLG-0103,SAO22N0407.046868,17:57:35.14,-33:31:50.92,60377.94748,14.9,0.094,20.1,19.72,19.72,1,1.04,
KMT-2024-BLG-0104,SAO22N0505.054066,17:56:51.56,-33:44:42.79,60370.28307,68.49,0.035,22.66,19.91,19.91,1,0.86,
KMT-2024-BLG-0105,BLG22N0608.021205,17:56:15.69,-33:24:57.60,60383.02235,12.28,0.078,18.77,18.85,18.85,1,1.24,OB240230
KMT-2024-BLG-0106,BLG22T0108.027243,17:53:58.62,-33:21:32.51,60384.9987,19.86,0.146,19.88,19.29,19.29,1,1.48,OB240227
KMT-2024-BLG-0107,BLG31N0805.033710,18:13:48.36,-26:16:46.42,60371.30246,36.6,0.1,20.19,19.39,19.39,1,0.96,OB240152
KMT-2024-BLG-0108,SAO32M0203.041923,18:15:01.05,-27:30:32.51,60375.61478,36.87,0.044,19.58,19.43,19.43,1,0.55,OB240154
KMT-2024-BLG-0109,BLG32M0601.003779,18:12:45.75,-27:49:50.92,60392.62342,31.58,0.006,18.94,16.78,16.78,1,0.53,OB240239
KMT-2024-BLG-0110,SSO33K0207.052822,18:12:02.59,-29:08:51.68,60384.37928,66.48,0.076,20.56,19.99,19.99,1,0.54,OB240243
KMT-2024-BLG-0111,SAO33K0603.001293,18:09:50.47,-29:38:20.29,60380.12964,15.82,0.3,15.41,15.43,15.43,1,0.69,OB240145
KMT-2024-BLG-0112,BLG33M0802.005226,18:13:28.61,-29:48:05.11,60382.17949,12.3,0.731,17.7,17.62,17.62,1,0.43,OB240157
KMT-2024-BLG-0113,BLG36T0801.004155,18:11:26.88,-24:40:07.90,60404.25348,52.35,0.066,19.03,18.94,18.94,4,2.94,OB240251
KMT-2024-BLG-0114,BLG37K0402.004190,17:42:00.11,-35:03:56.23,60374.77042,18.23,0.432,17.45,17.43,17.43,2,1.57,
KMT-2024-BLG-0115,BLG37M0502.000203,17:46:34.64,-35:07:09.30,60377.96704,27.88,1.0,14.22,13.72,13.72,1,1.34,OB240031
KMT-2024-BLG-0116,BLG37N0806.005126,17:44:40.43,-35:46:44.80,60376.63441,30.17,0.261,17.78,17.83,17.83,2,1.41,OB240030
KMT-2024-BLG-0117,BLG37T0702.028091,17:40:28.48,-36:16:16.64,60374.54017,57.04,0.145,21.16,20.0,20.64,2,2.18,
KMT-2024-BLG-0118,BLG41K0701.002710,17:50:18.99,-31:05:29.72,60371.66101,6.6,0.275,18.43,18.57,18.57,2,3.91,
KMT-2024-BLG-0119,BLG41M0206.001659,17:58:10.84,-30:32:27.89,60398.48938,14.88,0.731,17.06,16.38,16.38,1,2.16,
KMT-2024-BLG-0120,BLG41M0301.005724,17:57:21.79,-31:07:35.00,60391.03106,68.43,0.032,20.67,17.07,17.07,1,1.21,OB240131
KMT-2024-BLG-0121,SSO41M0504.000613,17:56:21.01,-30:47:26.30,60382.97258,27.06,0.185,14.83,14.51,14.51,1,1.44,OB240087
KMT-2024-BLG-0122,BLG41N0405.013520,17:56:59.95,-31:45:20.59,60381.59053,7.02,0.194,19.81,18.53,18.53,1,1.44,
KMT-2024-BLG-0123,BLG41N0601.021610,17:55:59.28,-32:17:44.99,60379.4717,16.12,0.386,19.18,19.24,19.24,1,1.64,
KMT-2024-BLG-0124,BLG41T0301.004915,17:52:16.68,-32:14:49.99,60386.24158,17.15,0.853,17.4,17.34,17.34,1,1.96,OB240166
KMT-2024-BLG-0125,BLG42K0104.050258,17:53:53.93,-28:37:10.42,60382.67245,30.47,0.276,20.54,20.0,20.55,2,2.55,OB240223
KMT-2024-BLG-0126,BLG42M0805.015397,17:54:32.94,-28:34:16.03,60376.29634,75.32,0.115,18.82,18.66,18.66,2,2.09,
KMT-2024-BLG-0127,SAO42N0208.044297,17:58:00.35,-29:12:19.40,60371.93335,2.45,0.328,19.28,19.1,19.1,1,1.4,
KMT-2024-BLG-0128,BLG42T0101.050313,17:53:38.49,-30:06:40.10,60385.04326,10.74,0.417,19.19,19.38,19.38,1,1.59,
KMT-2024-BLG-0129,SSO42T0307.038002,17:52:39.16,-29:24:53.39,60378.81435,7.41,0.032,20.82,19.46,19.46,1,2.49,
KMT-2024-BLG-0130,BLG42T0601.009955,17:50:53.07,-30:09:59.11,60385.06269,8.85,0.564,17.69,17.72,17.72,1,2.6,OB240281
KMT-2024-BLG-0131,BLG42T0606.054607,17:50:45.40,-29:32:09.49,60380.377,7.99,0.106,21.7,20.0,21.61,3,3.31,
KMT-2024-BLG-0132,SAO43K0103.026792,18:01:15.15,-27:38:00.60,60376.05018,12.47,0.032,19.5,18.67,18.67,1,1.36,
KMT-2024-BLG-0133,BLG43K0305.006569,18:00:11.53,-27:24:35.71,60417.95449,67.52,0.064,16.99,17.06,17.06,1,1.8,MB24039 OB240097
KMT-2024-BLG-0134,SAO43K0406.009543,17:59:23.77,-27:20:02.11,60383.90352,31.45,0.208,19.12,17.76,17.76,1,2.17,
KMT-2024-BLG-0135,SSO43M0601.069195,18:03:15.40,-27:55:48.22,60376.43641,11.16,0.017,21.67,19.8,19.8,1,1.39,
KMT-2024-BLG-0136,BLG43M0807.040159,18:02:03.03,-27:13:16.39,60371.27201,9.4,0.289,19.67,19.95,19.95,1,2.0,
KMT-2024-BLG-0137,BLG43N0508.002743,18:03:52.38,-28:11:02.29,60379.85876,200.0,0.015,18.53,15.72,15.72,1,1.03,OB240105
KMT-2024-BLG-0138,SSO43N0705.071507,18:02:54.35,-28:37:16.28,60378.791,12.1,0.173,19.87,19.61,19.61,1,0.99,
KMT-2024-BLG-0139,SSO43N0807.033860,18:02:07.28,-28:15:47.48,60378.32038,11.19,0.12,19.35,18.67,18.67,1,1.21,
KMT-2024-BLG-0140,SSO43T0401.020332,17:59:23.36,-29:06:01.69,60372.81885,42.44,0.086,18.52,18.04,18.04,1,0.99,OB240084
KMT-2024-BLG-0141,BLG01T0308.048725,17:52:31.83,-31:17:59.10,60384.2891,53.56,0.093,21.5,19.89,19.89,1,2.36,
KMT-2024-BLG-0142,BLG02N0808.013115,17:54:52.24,-29:08:19.90,60399.06565,20.97,0.719,17.78,17.84,17.84,1,2.1,
KMT-2024-BLG-0143,BLG02T0303.003151,17:53:01.07,-29:44:11.18,60386.74889,199.44,0.01,22.61,15.99,15.99,1,1.89,
KMT-2024-BLG-0144,BLG03N0107.039348,18:06:36.60,-28:11:30.19,60402.3217,31.1,0.385,19.05,19.03,19.03,1,1.03,OB240236
KMT-2024-BLG-0145,BLG03N0506.075159,18:04:20.68,-28:21:20.92,60386.82971,10.49,0.028,19.41,19.65,19.65,1,0.93,OB240234
KMT-2024-BLG-0146,BLG04K0203.034973,18:02:43.65,-29:41:14.50,60388.30819,43.54,0.185,20.29,18.95,18.95,1,0.84,
KMT-2024-BLG-0147,BLG16T0202.014326,17:36:05.74,-25:33:31.39,60384.8034,53.24,0.083,22.61,20.0,21.42,2,3.65,
KMT-2024-BLG-0148,BLG17N0107.001039,17:49:28.34,-33:28:44.80,60480.02478,70.63,0.445,15.94,15.65,15.65,1,1.81,MB24006 OB240308
KMT-2024-BLG-0149,BLG18K0802.003715,17:41:52.89,-26:32:26.81,60388.30227,23.22,0.383,19.89,18.26,18.26,2,3.36,OB240271
KMT-2024-BLG-0150,BLG19K0304.006150,17:44:20.72,-24:10:07.61,60386.22186,11.02,0.086,20.04,17.75,17.75,1,1.8,
KMT-2024-BLG-0151,BLG20T0206.020694,17:44:53.29,-22:53:38.62,60381.80899,24.75,0.171,21.36,19.68,19.68,2,1.8,
KMT-2024-BLG-0152,BLG37N0401.037880,17:47:17.70,-36:19:02.50,60391.21548,30.31,0.332,20.26,19.99,19.99,1,1.06,OB240293
KMT-2024-BLG-0153,BLG42N0105.036988,17:58:32.40,-29:39:17.71,60386.09394,24.13,0.03,21.44,18.8,18.8,1,1.1,
KMT-2024-BLG-0154,BLG02M0401.055016,17:57:00.27,-28:57:26.60,60388.21495,19.18,0.568,19.24,19.31,19.31,1,1.58,OB240285
KMT-2024-BLG-0155,BLG02M0501.093098,17:56:27.61,-28:51:22.61,60388.27627,94.96,0.02,22.66,20.0,20.53,1,2.07,OB240286
KMT-2024-BLG-0156,BLG02N0308.008236,17:57:30.50,-29:11:11.18,60406.37571,26.3,0.804,17.21,17.2,17.2,2,1.66,OB240284
KMT-2024-BLG-0157,SAO02T0301.025617,17:52:50.27,-30:02:40.42,60385.1709,198.98,0.004,24.99,18.68,18.68,1,1.7,
KMT-2024-BLG-0158,BLG03T0201.037898,18:01:08.10,-28:56:09.31,60390.76923,9.34,0.58,18.76,18.7,18.7,1,0.96,
KMT-2024-BLG-0159,BLG04K0102.004277,18:03:17.28,-29:47:12.91,60385.73915,69.64,0.006,22.88,16.47,16.47,1,0.76,
KMT-2024-BLG-0160,BLG11K0602.015515,17:24:05.56,-29:44:29.58,60383.97725,22.46,0.28,21.66,19.71,19.71,3,1.86,
KMT-2024-BLG-0161,BLG11M0302.006784,17:30:37.98,-29:45:59.90,60403.28887,17.82,0.315,18.52,18.49,18.49,2,2.31,OB240329
KMT-2024-BLG-0162,BLG11M0302.008517,17:31:03.90,-29:43:20.89,60410.2711,55.72,0.763,18.88,18.89,18.89,3,2.69,
KMT-2024-BLG-0163,BLG12M0304.014534,17:30:55.66,-27:20:16.22,60389.87152,12.32,0.3,20.02,20.0,20.04,2,2.3,
KMT-2024-BLG-0164,BLG12N0402.052943,17:30:10.80,-28:42:30.31,60390.65729,94.69,0.073,22.04,20.0,21.19,2,2.4,OB240264
KMT-2024-BLG-0165,BLG12T0707.011278,17:23:39.85,-28:07:13.55,60388.4713,11.62,0.326,19.65,19.67,19.67,2,2.04,OB240265
KMT-2024-BLG-0166,BLG14K0107.044504,17:36:30.00,-28:00:39.17,60393.4904,19.45,0.233,19.88,20.0,21.31,2,3.27,OB240297
KMT-2024-BLG-0167,BLG14K0202.033263,17:35:57.07,-28:36:34.49,60390.37208,199.9,0.263,20.09,20.0,20.61,2,3.05,
KMT-2024-BLG-0168,BLG14M0604.010734,17:38:34.08,-28:23:43.84,60411.25106,48.85,0.304,19.15,19.13,19.13,2,3.08,OB240277
KMT-2024-BLG-0169,BLG14T0301.073367,17:35:22.68,-29:57:11.88,60388.35144,25.14,0.076,21.23,20.0,21.65,2,2.9,OB240299
KMT-2024-BLG-0170,BLG15N0605.065750,17:38:36.83,-27:18:55.58,60386.36641,8.88,0.098,22.91,20.0,21.65,2,2.92,
KMT-2024-BLG-0171,BLG16M0302.091364,17:40:20.97,-24:24:44.06,60392.71054,58.02,0.056,21.86,20.0,22.72,2,2.18,
KMT-2024-BLG-0172,BLG16N0204.001445,17:40:45.81,-25:18:49.68,60464.63824,199.99,0.408,16.67,16.66,16.66,2,2.58,
KMT-2024-BLG-0173,BLG16T0201.048575,17:35:57.73,-25:38:40.88,60386.731,25.35,0.046,22.04,20.0,22.12,2,3.72,
KMT-2024-BLG-0174,BLG17K0805.005101,17:39:54.27,-32:36:56.23,60389.5295,28.45,0.387,20.16,19.32,19.32,2,4.66,
KMT-2024-BLG-0175,BLG17N0201.048339,17:48:45.54,-34:11:39.91,60386.55385,5.03,0.078,20.3,20.0,20.09,1,1.76,
KMT-2024-BLG-0176,BLG17N0601.056648,17:46:07.79,-34:12:38.09,60388.61249,125.34,0.002,23.47,20.0,20.09,1,1.36,
KMT-2024-BLG-0177,BLG18K0805.093196,17:41:35.74,-26:06:25.52,60384.49699,11.25,0.085,22.39,20.0,22.68,2,2.93,
KMT-2024-BLG-0178,BLG19M0207.038031,17:49:48.78,-23:48:57.28,60385.55733,22.55,0.21,21.23,20.0,20.32,2,2.05,
KMT-2024-BLG-0179,BLG19N0504.037590,17:48:05.80,-25:16:14.88,60387.32344,9.5,0.09,21.99,20.0,21.86,2,4.29,
KMT-2024-BLG-0180,BLG19T0804.013255,17:41:41.57,-25:13:23.70,60389.14843,77.45,0.063,22.49,19.32,19.32,1,2.55,
