Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2017-BLG-0046,BLG01K0608.005758,17:51:21.62,-30:05:44.70,7934.69426,17.77,0.261,16.99,16.97,16.97,1,2.29,OB170926 MB17313
KMT-2017-BLG-0047,BLG01K0608.029754,17:50:48.68,-30:05:08.92,7864.98208,16.18,0.863,19.18,19.27,19.27,1,2.73,OB170473
KMT-2017-BLG-0048,BLG01K0707.015865,17:50:28.94,-30:12:58.61,7921.78619,20.94,0.815,18.67,18.75,18.75,1,2.96,OB170998
KMT-2017-BLG-0049,SAO01K0708.003898,17:50:16.63,-30:08:37.61,8039.80298,12.24,0.906,16.99,16.96,16.96,1,2.85,
KMT-2017-BLG-0050,BLG01K0801.007718,17:50:02.26,-31:02:59.10,7810.33962,9.99,0.504,19.2,19.02,19.02,2,3.34,
KMT-2017-BLG-0051,SAO01K0803.025599,17:49:50.22,-30:44:24.40,8026.80915,42.92,0.012,20.86,19.71,19.71,1,3.1,
KMT-2017-BLG-0052,SAO01K0804.002779,17:50:02.80,-30:39:06.41,8024.59309,15.44,0.997,17.4,16.69,16.69,1,2.67,
KMT-2017-BLG-0053,BLG01K0804.002861,17:50:00.17,-30:36:22.61,7810.83752,33.84,0.015,18.57,16.71,16.71,1,2.6,OB170070
KMT-2017-BLG-0054,SAO01K0805.039044,17:49:54.87,-30:29:13.88,7972.74562,11.59,0.005,21.37,20.0,20.06,1,2.99,
KMT-2017-BLG-0055,BLG01K0808.022137,17:50:10.21,-30:05:13.20,7815.90155,59.02,0.069,20.16,19.77,19.77,1,3.37,OB170104
KMT-2017-BLG-0056,BLG01M0103.048474,17:59:08.95,-30:45:00.90,7944.00284,199.91,0.006,23.89,19.87,19.87,1,1.54,OB170936
KMT-2017-BLG-0057,BLG01M0108.007486,17:58:38.91,-30:06:33.08,8042.74107,3.39,0.307,18.59,17.56,17.56,1,1.46,
KMT-2017-BLG-0058,BLG01M0201.015386,17:58:35.57,-30:57:07.42,7832.20335,64.24,0.164,20.76,18.82,18.82,1,1.68,
KMT-2017-BLG-0059,SAO01M0207.011754,17:58:23.89,-30:14:01.72,7963.07016,9.42,0.024,21.24,18.27,18.27,1,1.6,
KMT-2017-BLG-0060,BLG01M0208.004654,17:58:15.68,-30:09:31.61,7956.83188,14.28,0.081,20.36,16.89,16.89,1,1.45,
KMT-2017-BLG-0061,BLG01M0302.033805,17:57:50.71,-30:52:05.70,7986.78539,3.99,0.991,19.18,19.2,19.2,1,1.34,
KMT-2017-BLG-0062,BLG01M0302.039266,17:57:41.52,-30:50:25.58,7988.76285,24.71,0.289,20.22,19.35,19.35,1,1.36,
KMT-2017-BLG-0063,SSO01M0303.002647,17:57:40.88,-30:48:22.90,8005.41572,65.27,0.009,22.68,16.12,16.12,1,1.41,
KMT-2017-BLG-0064,BLG01M0307.022954,17:57:54.25,-30:15:39.82,7921.59942,2.25,0.291,19.02,19.08,19.08,1,1.69,OB171164
KMT-2017-BLG-0065,BLG01M0307.034061,17:58:00.43,-30:14:59.39,8017.36384,5.96,0.036,21.28,19.44,19.44,1,1.54,OB171763
KMT-2017-BLG-0066,BLG01M0403.053121,17:56:56.49,-30:42:09.90,7893.40599,8.7,0.015,20.46,19.61,19.61,1,1.57,OB170856 MB17259
KMT-2017-BLG-0067,BLG01M0403.065224,17:57:04.44,-30:43:10.42,8006.47152,10.88,0.135,20.36,19.91,19.91,1,1.36,
KMT-2017-BLG-0068,BLG01M0405.005077,17:57:25.81,-30:28:26.69,7879.13062,8.98,0.899,18.1,17.57,17.57,1,2.03,OB170675
KMT-2017-BLG-0069,BLG01M0405.044456,17:57:09.40,-30:31:55.49,7844.14802,33.12,0.162,21.32,20.0,20.33,1,2.51,
KMT-2017-BLG-0070,SAO01M0406.059765,17:57:09.18,-30:19:11.60,7932.4003,37.65,0.533,19.92,20.0,20.25,1,1.87,
KMT-2017-BLG-0071,BLG01M0501.008126,17:56:46.83,-30:58:18.98,7907.84452,26.53,0.938,17.42,17.48,17.48,1,1.21,OB170670
KMT-2017-BLG-0072,SAO01M0501.042007,17:56:40.61,-31:00:44.50,7946.08491,2.94,0.369,19.17,19.17,19.17,1,1.16,OB171280
KMT-2017-BLG-0073,BLG01M0503.019505,17:56:42.67,-30:41:43.12,8021.96381,43.55,0.893,18.4,18.43,18.43,1,1.5,OB171560
KMT-2017-BLG-0074,BLG01M0503.062092,17:56:39.00,-30:46:16.21,7813.62304,199.5,0.208,19.54,19.56,19.56,1,1.19,MB17050
KMT-2017-BLG-0075,BLG01M0504.053299,17:56:47.40,-30:38:16.51,8019.76394,8.34,0.03,20.72,19.87,19.87,1,1.87,
KMT-2017-BLG-0076,SAO01M0506.038742,17:56:19.91,-30:20:17.48,7953.51456,30.71,0.073,20.37,19.77,19.77,1,1.89,OB171282
KMT-2017-BLG-0077,SAO01M0507.068650,17:56:48.28,-30:17:58.81,7884.52003,63.04,0.054,20.88,20.0,20.07,1,2.0,OB170588
KMT-2017-BLG-0078,BLG01M0507.069185,17:56:37.19,-30:18:40.28,7969.4796,198.72,0.015,22.24,20.0,20.08,1,2.04,OB171375
KMT-2017-BLG-0079,SAO01M0508.020286,17:56:21.88,-30:05:00.38,7953.67646,25.52,0.316,19.5,18.46,18.46,1,1.4,OB171248 OB171487
KMT-2017-BLG-0080,SAO01M0602.052870,17:56:10.19,-30:52:43.50,7938.31223,9.39,0.61,19.26,19.23,19.23,1,1.37,
KMT-2017-BLG-0081,BLG01M0603.084452,17:55:45.86,-30:45:57.71,8013.81628,16.4,0.855,20.02,20.0,20.2,1,1.45,
KMT-2017-BLG-0082,BLG01M0604.012837,17:55:59.11,-30:40:58.40,8009.37881,7.91,0.064,20.15,18.31,18.31,1,1.74,
KMT-2017-BLG-0083,BLG01M0604.044705,17:56:02.54,-30:35:12.59,7864.28309,26.15,0.446,19.4,19.52,19.52,1,1.66,OB170997
KMT-2017-BLG-0084,SAO01M0605.043904,17:56:11.70,-30:31:41.70,7873.91391,38.05,0.063,19.9,20.0,20.0,1,1.93,OB170482 MB17209
KMT-2017-BLG-0085,BLG01M0702.077478,17:55:12.23,-30:52:50.02,7841.96066,22.98,0.103,21.6,19.86,19.86,1,1.43,OB170405
KMT-2017-BLG-0086,BLG01M0702.085615,17:55:20.22,-30:50:02.00,7872.94893,20.11,0.015,23.5,20.0,20.08,1,1.44,OB170672
KMT-2017-BLG-0087,BLG01M0703.021976,17:55:29.20,-30:43:49.30,7996.2434,19.0,0.446,18.73,18.79,18.79,1,1.65,OB171543
KMT-2017-BLG-0088,BLG01M0705.007100,17:55:37.22,-30:28:14.09,7955.41159,9.12,0.886,19.09,17.98,17.98,1,2.58,OB171338
KMT-2017-BLG-0089,SAO01M0708.019393,17:55:15.57,-30:04:22.80,7967.32739,16.57,0.277,18.1,18.39,18.39,1,1.49,OB171304
KMT-2017-BLG-0090,BLG01M0801.006617,17:54:40.48,-31:01:54.91,7880.49447,42.0,0.924,17.71,16.98,16.98,1,1.27,OB170448
KMT-2017-BLG-0091,BLG01M0801.066041,17:54:48.06,-30:57:39.89,7915.98921,6.64,0.126,19.71,19.69,19.69,1,1.58,OB171096
KMT-2017-BLG-0092,BLG01M0807.006326,17:54:38.56,-30:12:05.69,7873.87565,8.72,0.195,19.67,17.45,17.45,2,1.43,OB170677
KMT-2017-BLG-0093,BLG01M0808.004437,17:54:45.38,-30:10:39.14,7947.44893,39.37,0.31,19.22,16.65,16.65,2,1.35,OB171260
KMT-2017-BLG-0094,BLG01N0103.034441,17:59:01.60,-31:55:50.70,7883.34826,18.6,0.059,20.46,19.73,19.73,1,1.53,OB170681
KMT-2017-BLG-0095,BLG01N0207.021166,17:58:11.80,-31:25:14.92,7825.92592,12.83,0.612,19.16,19.11,19.11,1,1.35,
KMT-2017-BLG-0096,BLG01N0208.038900,17:58:14.83,-31:13:28.09,7856.23802,44.39,0.279,19.57,19.86,19.86,1,1.8,OB170360
KMT-2017-BLG-0097,BLG01N0303.057686,17:57:44.22,-31:52:25.72,7825.93542,15.83,0.086,21.24,20.0,20.42,1,1.72,
KMT-2017-BLG-0098,BLG01N0304.011409,17:57:36.05,-31:47:33.22,7801.75442,23.28,0.529,18.76,18.79,18.79,1,1.63,OB170031
KMT-2017-BLG-0099,BLG01N0401.042684,17:57:15.39,-32:06:43.09,7985.13152,28.38,0.243,20.59,19.64,19.64,1,1.34,OB171579
KMT-2017-BLG-0100,SAO01N0505.023006,17:56:37.84,-31:36:43.20,7995.83401,15.56,0.016,18.99,19.09,19.09,1,1.71,OB171584 MB17439
KMT-2017-BLG-0101,BLG01N0505.051555,17:56:47.60,-31:40:45.41,8008.78632,22.38,0.39,19.88,19.88,19.88,1,1.51,OB171725
KMT-2017-BLG-0102,BLG01N0508.065652,17:56:47.11,-31:18:37.01,7887.0739,11.58,0.055,19.9,19.96,19.96,1,1.45,OB170684 MB17254
KMT-2017-BLG-0103,SSO01N0601.027892,17:56:01.51,-32:09:19.19,7839.30256,3.89,0.036,19.21,19.22,19.22,1,1.35,OB170382
KMT-2017-BLG-0104,BLG01N0604.016897,17:55:46.85,-31:42:31.28,7795.64601,28.74,0.143,18.53,18.59,18.59,1,1.41,OB170032 MB17021
KMT-2017-BLG-0105,SAO01N0607.034534,17:56:11.04,-31:21:24.80,7928.67936,17.88,0.044,20.7,19.29,19.29,1,1.53,OB171165
KMT-2017-BLG-0106,SAO01N0608.007850,17:55:52.27,-31:17:02.11,7886.47851,44.05,0.224,20.28,17.71,17.71,1,1.62,OB170685
KMT-2017-BLG-0107,SAO01N0701.021472,17:55:31.79,-32:06:15.70,7975.62509,11.99,0.996,19.42,19.1,19.1,1,1.56,OB171494
KMT-2017-BLG-0108,BLG01N0701.055326,17:55:17.15,-32:04:34.79,7963.06044,29.75,0.056,19.61,20.0,20.07,1,1.51,MB17404
KMT-2017-BLG-0109,BLG01N0703.032136,17:55:30.31,-31:51:40.61,7829.21985,16.75,0.025,22.06,19.14,19.14,1,1.24,
KMT-2017-BLG-0110,SAO01N0703.047390,17:55:25.48,-31:51:29.81,7958.30768,95.46,0.016,22.74,19.52,19.52,1,1.39,OB171369
KMT-2017-BLG-0111,SAO01N0704.031032,17:55:37.42,-31:43:37.60,7919.49155,6.21,0.727,19.04,19.1,19.1,1,1.4,
KMT-2017-BLG-0112,BLG01N0705.017318,17:55:28.46,-31:34:19.88,7876.17406,38.51,0.195,21.12,18.55,18.55,1,1.33,
KMT-2017-BLG-0113,BLG01N0707.077267,17:55:36.23,-31:19:20.10,8020.1787,26.03,0.07,21.83,20.0,20.3,1,1.59,
KMT-2017-BLG-0114,SSO01N0708.010284,17:55:39.45,-31:18:30.71,7966.99458,58.35,0.092,17.92,18.02,18.02,1,1.59,OB170686 MB17316
KMT-2017-BLG-0115,SAO01N0802.023371,17:54:59.16,-31:57:54.79,7824.11601,12.15,0.341,19.11,19.1,19.1,1,1.48,OB170298 MB17079
KMT-2017-BLG-0116,BLG01N0803.010111,17:54:37.79,-31:50:15.68,7825.65874,7.12,0.259,18.1,18.13,18.13,1,1.54,OB170246 MB17087
KMT-2017-BLG-0117,BLG01N0804.007304,17:54:34.74,-31:45:44.50,7971.70301,46.16,0.153,21.43,17.68,17.68,1,1.84,
KMT-2017-BLG-0118,SAO01N0808.045690,17:54:56.47,-31:13:19.42,7921.38185,17.64,0.071,20.94,19.67,19.67,1,1.66,MB17318
KMT-2017-BLG-0119,BLG01T0103.006225,17:53:59.44,-31:55:42.71,7813.52589,76.35,0.12,20.65,17.44,17.44,1,1.71,OB170072
KMT-2017-BLG-0120,BLG01T0103.047235,17:53:58.74,-31:55:18.91,7869.58333,37.71,0.031,23.36,19.72,19.72,1,1.76,
KMT-2017-BLG-0121,BLG01T0106.010350,17:53:59.63,-31:31:56.78,7874.79744,14.05,0.25,18.22,18.21,18.21,1,1.72,OB170749
KMT-2017-BLG-0122,SAO01T0106.045441,17:53:51.48,-31:31:34.72,7834.71804,81.41,0.007,23.54,19.74,19.74,1,1.82,
KMT-2017-BLG-0123,SAO01T0202.007997,17:53:18.42,-31:57:33.98,7989.54128,118.06,0.304,18.11,17.82,17.82,1,1.92,OB170322 MB17388
KMT-2017-BLG-0124,BLG01T0204.027690,17:53:36.25,-31:47:55.10,8024.21837,28.32,0.23,19.21,19.26,19.26,1,1.8,OB171744
KMT-2017-BLG-0125,BLG01T0204.062542,17:53:09.73,-31:48:48.71,7851.29087,6.15,0.558,19.9,20.0,20.14,1,1.87,
KMT-2017-BLG-0126,SAO01T0205.003983,17:53:16.35,-31:36:31.28,7993.99719,8.75,0.542,16.81,16.82,16.82,1,2.06,OB171565 MB17435
KMT-2017-BLG-0127,BLG01T0208.003032,17:53:38.93,-31:11:08.70,7874.74233,20.18,0.02,22.04,16.47,16.47,1,2.08,
KMT-2017-BLG-0128,SAO01T0307.066794,17:52:56.76,-31:23:03.19,7980.16175,25.48,0.262,20.75,20.0,20.49,1,2.3,
KMT-2017-BLG-0129,BLG01T0308.025536,17:52:49.65,-31:18:09.61,7853.54495,27.47,0.002,24.07,19.27,19.27,1,2.11,
KMT-2017-BLG-0130,BLG01T0402.049079,17:52:10.87,-32:01:00.59,7806.23637,9.42,0.173,19.97,20.0,20.02,1,1.94,OB170178
KMT-2017-BLG-0131,BLG01T0403.030389,17:52:23.14,-31:50:48.80,7905.97869,19.37,0.095,21.07,19.75,19.75,1,2.17,OB170916
KMT-2017-BLG-0132,BLG01T0403.030739,17:52:09.57,-31:49:13.40,7850.97308,22.77,0.002,19.7,19.76,19.76,1,2.35,OB170504 MB17147
KMT-2017-BLG-0133,BLG01T0403.036300,17:52:06.05,-31:56:06.50,7906.08162,20.13,0.221,20.91,19.93,19.93,1,2.12,
KMT-2017-BLG-0134,SSO01T0404.050958,17:52:04.65,-31:45:44.78,8029.88959,17.0,0.047,21.32,20.0,20.34,1,2.49,
KMT-2017-BLG-0135,SAO01T0405.011849,17:52:06.93,-31:41:03.80,8009.56914,34.33,0.279,20.95,18.97,18.97,1,2.57,OB171740
KMT-2017-BLG-0136,SSO01T0406.004599,17:52:06.17,-31:31:09.19,8026.40828,17.82,0.035,19.19,17.5,17.5,1,2.6,OB171741
KMT-2017-BLG-0137,SAO01T0407.015936,17:52:13.95,-31:24:20.81,7868.39388,13.32,0.365,19.23,19.4,19.4,1,2.61,OB170751
KMT-2017-BLG-0138,BLG01T0408.036865,17:52:19.66,-31:15:55.01,7989.34051,9.77,0.182,20.24,19.95,19.95,1,2.56,
KMT-2017-BLG-0139,BLG01T0501.014141,17:51:38.38,-32:06:28.01,8027.31901,9.84,0.5,19.01,19.01,19.01,1,2.21,OB171799
KMT-2017-BLG-0140,BLG01T0502.005187,17:51:19.96,-32:02:29.69,7871.2638,15.96,0.774,18.21,17.73,17.73,2,2.24,OB170543
KMT-2017-BLG-0141,SSO01T0502.056221,17:51:44.94,-32:00:33.19,7931.41575,23.66,0.236,20.95,20.0,20.8,1,2.38,
KMT-2017-BLG-0142,BLG01T0506.005313,17:51:27.48,-31:26:58.70,7948.60866,33.28,0.275,17.94,17.99,17.99,1,2.87,OB170876 MB17355
KMT-2017-BLG-0143,SAO01T0508.003612,17:51:49.37,-31:15:46.01,7777.34872,26.18,0.144,17.8,17.62,17.62,1,2.88,OB170067 MB17017
KMT-2017-BLG-0144,SAO01T0808.000298,17:49:47.83,-31:12:10.19,8047.80827,26.1,0.5,17.06,16.98,16.98,2,4.14,OB171742
KMT-2017-BLG-0145,BLG02K0103.006407,17:54:06.45,-28:36:02.27,8041.96886,12.37,0.793,17.43,17.44,17.44,2,2.53,OB171812
KMT-2017-BLG-0146,SAO02K0103.010555,17:54:05.85,-28:39:32.40,7890.34241,43.26,0.781,19.16,17.23,17.23,2,2.31,OB170836
KMT-2017-BLG-0147,SAO02K0105.023958,17:53:46.67,-28:22:07.18,7892.34104,199.42,0.003,25.27,20.0,25.0,3,2.69,
KMT-2017-BLG-0148,SAO02K0201.040273,17:53:12.34,-28:57:43.60,7915.21548,27.04,0.134,20.31,20.0,20.47,1,2.5,
KMT-2017-BLG-0149,SAO02K0202.019373,17:53:36.93,-28:44:26.63,7924.5258,22.15,0.635,19.42,19.41,19.41,2,2.02,OB171142
KMT-2017-BLG-0150,BLG02K0203.014711,17:53:29.50,-28:39:27.32,8010.92297,14.5,0.758,18.76,18.69,18.69,2,2.67,OB171713
KMT-2017-BLG-0151,BLG02K0204.012036,17:53:34.01,-28:33:43.67,7945.12781,20.86,0.064,18.34,18.41,18.41,2,2.68,OB171143 MB17356
KMT-2017-BLG-0152,SAO02K0207.007437,17:53:40.47,-28:12:29.74,7895.74198,8.59,0.2,20.9,18.48,18.48,2,3.27,OB170837
KMT-2017-BLG-0153,SAO02K0303.013422,17:52:49.05,-28:40:56.93,7940.61282,82.43,0.058,22.55,18.74,18.74,2,2.98,OB171203
KMT-2017-BLG-0154,SAO02K0303.019255,17:52:32.89,-28:41:32.93,7833.89314,38.38,0.138,19.95,19.88,19.88,2,3.12,OB170309
KMT-2017-BLG-0155,SAO02K0304.007799,17:52:52.92,-28:32:08.45,7878.74772,0.93,0.725,18.19,18.23,18.23,2,2.99,OB170626
KMT-2017-BLG-0156,SAO02K0304.009477,17:53:00.45,-28:29:36.13,8027.4076,57.11,0.136,21.21,18.15,18.15,2,2.84,OB171755
KMT-2017-BLG-0157,BLG02K0306.004631,17:52:51.94,-28:15:27.04,7827.56405,200.0,0.01,22.32,17.75,17.75,2,3.75,
KMT-2017-BLG-0158,SAO02K0306.010865,17:52:49.04,-28:18:06.52,7972.85503,2.16,0.174,18.07,18.09,18.09,4,3.04,
KMT-2017-BLG-0159,SAO02K0503.011746,17:51:38.81,-28:36:53.28,7979.58529,23.8,0.03,20.43,19.51,19.51,2,4.02,
KMT-2017-BLG-0160,SAO02K0604.007716,17:51:22.58,-28:27:56.12,8000.57042,21.1,0.212,17.88,17.98,17.98,4,3.68,OB171371
KMT-2017-BLG-0161,SAO02K0606.004545,17:50:57.08,-28:19:04.44,7846.48241,2.72,0.947,18.54,18.65,18.65,2,4.93,
KMT-2017-BLG-0162,BLG02M0102.047041,17:58:41.65,-28:46:00.52,7844.45519,14.09,0.178,20.21,18.85,18.85,1,1.04,OB171019
KMT-2017-BLG-0163,SAO02M0102.097597,17:58:41.45,-28:45:38.99,8000.34559,50.36,0.158,20.8,20.0,20.29,1,1.04,
KMT-2017-BLG-0164,SAO02M0107.015589,17:58:58.32,-28:06:58.79,7995.95504,7.07,0.095,20.12,18.74,18.74,1,2.28,OB171653
KMT-2017-BLG-0165,SAO02M0107.050049,17:58:35.92,-28:08:01.21,7853.74846,49.4,0.027,21.64,19.97,19.97,1,2.24,
KMT-2017-BLG-0166,BLG02M0201.077708,17:58:29.78,-28:51:16.20,7991.83691,34.7,0.177,21.18,19.68,19.68,1,1.25,OB171613
KMT-2017-BLG-0167,SAO02M0203.009854,17:58:28.27,-28:39:45.61,7829.41898,199.83,0.002,23.36,17.56,17.56,1,1.36,OB170331 MB17103
KMT-2017-BLG-0168,SSO02M0203.062657,17:58:09.00,-28:41:13.09,8009.25148,137.95,0.105,19.41,19.52,19.52,1,1.42,OB171420 MB17459
KMT-2017-BLG-0169,BLG02M0207.014961,17:58:23.50,-28:05:16.30,7932.80476,40.98,0.475,18.77,18.54,18.54,1,2.23,OB170845
KMT-2017-BLG-0170,SAO02M0208.011271,17:58:09.02,-28:01:04.80,7883.58358,18.16,0.29,18.4,18.39,18.39,1,2.38,OB170583
KMT-2017-BLG-0171,SSO02M0301.003901,17:57:38.67,-28:52:10.49,8004.84216,8.09,0.308,18.79,16.0,16.0,1,1.29,OB171704
KMT-2017-BLG-0172,SSO02M0302.001959,17:57:37.21,-28:45:22.50,7922.09128,98.87,0.729,15.45,15.47,15.47,1,1.33,OB170028 MB17031
KMT-2017-BLG-0173,BLG02M0306.004740,17:57:42.30,-28:13:47.78,7861.11672,61.31,0.963,18.81,16.31,16.31,1,1.73,OB161919
KMT-2017-BLG-0174,BLG02M0308.006839,17:57:52.80,-27:58:19.09,7895.93511,17.16,0.17,19.61,17.9,17.9,2,2.69,OB170847
KMT-2017-BLG-0175,BLG02M0308.026915,17:57:40.45,-28:01:09.08,7844.13383,8.24,0.643,19.14,19.34,19.34,1,2.4,OB170401
KMT-2017-BLG-0176,SAO02M0402.031535,17:57:05.83,-28:48:14.51,7927.42298,47.71,0.045,19.77,18.9,18.9,1,1.75,OB170934 MB17322
KMT-2017-BLG-0177,SAO02M0402.048492,17:57:19.56,-28:47:07.30,7902.25929,12.15,0.031,23.4,19.31,19.31,1,1.46,
