Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event
KMT-2016-BLG-0015,BLG02M0401.082037,17:57:12.71,-28:51:05.00,7567.6473,6.29,0.182,20.94,19.86,19.86,1,1.53,
KMT-2016-BLG-0016,BLG02M0404.013400,17:56:51.39,-28:27:44.50,7506.95824,199.96,0.007,22.63,18.07,18.07,1,1.87,OB160559
KMT-2016-BLG-0017,SAO02M0407.040487,17:57:02.50,-28:06:58.21,7494.25182,199.3,0.005,24.02,19.27,19.27,1,1.9,OB160613
KMT-2016-BLG-0018,BLG02M0408.009460,17:57:19.51,-28:04:14.30,7565.88324,20.81,0.297,17.66,17.72,17.72,1,1.97,OB160911 MB16331
KMT-2016-BLG-0019,BLG02M0501.030037,17:56:20.02,-28:51:05.00,7569.79624,10.32,0.161,20.3,19.15,19.15,1,2.07,OB161247
KMT-2016-BLG-0020,BLG02M0508.044508,17:56:34.37,-27:59:31.99,7554.21529,24.75,0.201,19.7,19.63,19.63,1,1.78,OB160987
KMT-2016-BLG-0021,BLG02M0601.012329,17:55:44.17,-28:51:12.78,7506.81652,10.09,0.41,18.3,18.38,18.38,2,1.78,OB160676 MB16215
KMT-2016-BLG-0022,SAO02M0603.008514,17:56:00.12,-28:36:17.10,7490.35578,29.0,0.087,20.96,17.18,17.18,1,1.7,OB160594 OB160626 OB160627
KMT-2016-BLG-0023,SSO02M0607.000895,17:55:42.81,-28:11:53.74,7485.2867,66.68,0.202,16.69,16.74,16.74,2,2.77,OB160015 MB16061
KMT-2016-BLG-0024,SSO02M0701.001385,17:55:29.03,-28:56:36.38,7513.28281,11.64,0.054,21.43,15.92,15.92,2,1.93,
KMT-2016-BLG-0025,SAO02M0703.016658,17:55:14.49,-28:36:59.00,7562.49966,15.34,0.118,19.81,19.19,19.19,2,2.32,OB161145
KMT-2016-BLG-0026,SAO02M0705.009342,17:55:30.15,-28:23:25.55,7508.91933,7.5,0.634,19.41,18.07,18.07,2,2.28,OB160765
KMT-2016-BLG-0027,BLG02M0802.003583,17:54:39.18,-28:45:11.52,7563.87245,16.81,0.947,17.1,16.54,16.54,2,1.9,OB160964 MB16335
KMT-2016-BLG-0028,SAO02M0803.011450,17:54:37.77,-28:37:25.21,7491.76446,4.49,0.006,20.05,18.03,18.03,2,2.08,
KMT-2016-BLG-0029,SAO02M0804.011951,17:55:03.14,-28:32:36.96,7503.42675,9.64,0.176,19.8,18.59,18.59,2,2.37,
KMT-2016-BLG-0030,BLG02M0805.019541,17:54:58.27,-28:27:26.86,7601.37291,41.66,0.276,20.17,19.84,19.84,2,2.65,OB161353
KMT-2016-BLG-0031,SAO02N0808.057073,17:54:56.94,-29:05:50.78,7526.62407,16.28,0.488,19.52,19.57,19.57,1,2.15,
KMT-2016-BLG-0032,BLG02T0108.095109,17:53:47.15,-29:06:37.80,7553.35654,10.29,0.201,20.35,19.84,19.84,1,1.76,OB161088
KMT-2016-BLG-0033,BLG02T0208.018435,17:53:36.31,-29:06:07.99,7490.15349,5.98,0.913,18.72,18.09,18.09,1,2.12,
KMT-2016-BLG-0034,SAO02T0308.019825,17:53:02.10,-29:10:52.21,7488.97221,12.58,0.142,20.58,18.45,18.45,1,2.51,OB160574
KMT-2016-BLG-0035,BLG02T0408.021793,17:52:21.51,-29:09:28.58,7613.39229,52.28,0.357,19.4,19.04,19.04,1,2.66,OB161386
KMT-2016-BLG-0036,BLG02T0508.042910,17:51:44.22,-29:10:25.50,7563.06548,27.23,0.233,21.47,20.0,20.91,1,3.55,
KMT-2016-BLG-0037,BLG03K0402.029936,17:59:43.76,-27:38:43.40,7586.94053,13.54,0.244,19.09,19.12,19.12,1,1.85,OB161352 OB161358 MB16418
KMT-2016-BLG-0038,SAO03K0404.049662,17:59:57.80,-27:29:59.60,7567.76227,43.48,0.208,19.61,19.64,19.64,1,1.85,OB161177
KMT-2016-BLG-0039,SAO03K0501.051676,17:59:14.92,-27:51:55.51,7546.57131,90.76,0.036,22.95,19.66,19.66,1,1.89,
KMT-2016-BLG-0040,SAO03K0603.012829,17:58:36.09,-27:32:16.19,7647.70077,119.39,0.148,20.05,18.06,18.06,1,1.7,MB16529
KMT-2016-BLG-0041,SAO03K0702.017537,17:58:12.89,-27:41:53.30,7583.53027,13.26,0.303,20.47,18.64,18.64,1,1.95,
KMT-2016-BLG-0042,BLG03M0202.088227,18:05:34.08,-27:39:38.81,7492.73604,15.88,0.145,19.84,20.0,20.26,1,0.97,OB160562
KMT-2016-BLG-0043,BLG03M0406.019032,18:04:31.07,-27:14:50.71,7534.2415,16.53,0.356,19.11,18.23,18.23,1,0.91,OB160879
KMT-2016-BLG-0044,SAO03M0507.044553,18:04:10.25,-27:06:17.39,7569.56051,199.38,0.018,22.52,19.31,19.31,1,1.21,OB161207 MB16362
KMT-2016-BLG-0045,BLG03M0607.013795,18:03:45.83,-27:00:37.80,7556.84973,7.03,0.478,19.92,18.63,18.63,1,1.47,OB161123
KMT-2016-BLG-0046,SAO03M0608.004609,18:03:35.75,-26:56:35.41,7626.23531,33.88,0.789,16.97,16.98,16.98,1,1.53,OB161215 MB16476
KMT-2016-BLG-0047,BLG03M0801.056614,18:02:34.88,-27:51:04.79,7650.45644,30.48,0.506,19.45,19.5,19.5,1,1.29,OB161801
KMT-2016-BLG-0048,BLG03M0803.048203,18:02:31.75,-27:31:46.49,7491.50142,55.49,0.021,19.46,19.44,19.44,1,1.51,OB160241 MB16132
KMT-2016-BLG-0049,BLG03M0804.048849,18:02:27.50,-27:26:06.11,7510.86042,170.12,0.04,22.05,19.59,19.59,1,1.55,OB160736
KMT-2016-BLG-0050,BLG03N0307.032226,18:05:16.98,-28:13:43.21,7568.38597,14.18,0.695,18.56,18.57,18.57,1,0.78,OB161150
KMT-2016-BLG-0051,BLG03N0308.007223,18:05:25.03,-28:00:20.09,7557.00412,20.28,0.062,18.81,17.23,17.23,1,0.86,OB160980 OB161020 MB16328
KMT-2016-BLG-0052,SSO03N0507.005293,18:04:04.20,-28:13:45.08,7574.1396,8.09,0.083,16.69,16.69,16.69,1,0.91,OB161165 MB16353
KMT-2016-BLG-0053,BLG03N0507.092702,18:04:01.21,-28:08:04.20,7566.72703,102.29,0.097,20.55,20.0,20.43,1,0.98,OB160923
KMT-2016-BLG-0054,BLG03N0603.004150,18:03:26.13,-28:39:40.28,7470.80693,53.67,0.455,18.98,16.24,16.24,1,0.88,
KMT-2016-BLG-0055,SAO03N0603.007438,18:03:43.07,-28:43:21.11,7499.53103,18.47,0.955,17.15,17.17,17.17,1,0.8,OB160546
KMT-2016-BLG-0056,BLG03N0605.012896,18:03:22.85,-28:29:57.52,7584.32973,33.03,0.895,17.78,17.77,17.77,1,0.9,OB160995
KMT-2016-BLG-0057,BLG03N0608.021037,18:03:20.18,-28:02:41.32,7569.77808,15.83,0.311,20.36,18.39,18.39,1,0.84,
KMT-2016-BLG-0058,BLG03N0705.028287,18:03:02.98,-28:24:20.81,7490.58122,15.75,0.686,19.12,18.59,18.59,1,1.0,OB160584
KMT-2016-BLG-0059,BLG03N0808.091069,18:02:35.97,-28:00:40.50,7592.66243,197.99,0.017,23.5,20.0,20.5,1,1.21,OB161378
KMT-2016-BLG-0060,SAO03T0102.053419,18:01:27.83,-28:51:16.49,7506.46455,16.32,0.499,19.99,19.16,19.16,1,0.98,OB160777
KMT-2016-BLG-0061,BLG03T0203.040943,18:00:58.00,-28:41:34.51,7604.9586,51.82,0.348,18.78,18.75,18.75,1,1.06,OB161216
KMT-2016-BLG-0062,SAO03T0203.069872,18:00:54.04,-28:44:26.09,7521.66492,18.16,0.137,19.81,19.39,19.39,1,0.97,OB160858
KMT-2016-BLG-0063,BLG03T0203.086460,18:01:07.35,-28:40:40.69,7593.8501,35.67,0.468,19.82,19.82,19.82,1,1.08,OB161394
KMT-2016-BLG-0064,BLG03T0403.060018,17:59:44.26,-28:41:50.78,7577.14593,28.99,0.07,19.77,19.18,19.18,1,1.17,OB161211 OB161274 MB16379
KMT-2016-BLG-0065,BLG03T0408.019392,18:00:04.35,-28:06:55.12,7617.57988,67.24,0.18,18.94,18.5,18.5,1,1.52,OB161188 MB16467
KMT-2016-BLG-0066,SAO03T0408.076351,17:59:44.17,-28:01:57.22,7525.0616,6.38,0.285,20.22,20.0,20.05,1,1.84,OB160875
KMT-2016-BLG-0067,SAO03T0502.018443,17:59:18.18,-28:50:25.91,7521.2823,163.01,0.023,22.94,17.98,17.98,1,1.1,
KMT-2016-BLG-0068,SAO03T0505.020852,17:59:16.43,-28:26:07.69,7526.81241,2.58,0.685,18.21,18.25,18.25,1,1.34,OB160885
KMT-2016-BLG-0069,SAO03T0601.003674,17:58:35.72,-28:57:22.00,7533.09396,7.84,0.966,16.27,15.78,15.78,1,0.96,OB160888
KMT-2016-BLG-0070,SAO03T0603.044542,17:58:47.58,-28:43:30.00,7507.57382,37.15,0.082,21.41,18.95,18.95,1,1.2,OB160784
KMT-2016-BLG-0071,SAO03T0604.055231,17:58:46.07,-28:36:13.10,7528.12596,7.45,0.11,21.18,19.4,19.4,1,1.54,
KMT-2016-BLG-0072,SAO03T0703.038200,17:58:18.80,-28:42:19.51,7546.81258,129.04,0.033,21.47,18.99,18.99,1,1.41,OB160896
KMT-2016-BLG-0073,SAO03T0705.078401,17:58:00.21,-28:24:03.20,7495.24684,54.18,0.027,24.33,20.0,20.03,1,1.62,
KMT-2016-BLG-0074,SAO03T0708.062828,17:58:21.85,-28:01:53.51,7522.5526,8.32,0.291,20.52,20.0,20.25,1,2.27,
KMT-2016-BLG-0075,SSO03T0805.067995,17:57:49.14,-28:26:30.98,7443.86039,24.6,0.374,18.78,19.74,19.74,1,1.68,OB160012 MB16013
KMT-2016-BLG-0076,SAO03T0808.069872,17:57:45.61,-28:00:26.10,7513.81609,60.48,0.044,23.57,20.0,20.38,1,2.57,OB160823
KMT-2016-BLG-0077,BLG42K0101.029383,17:53:27.03,-29:02:36.10,7491.98183,41.99,0.503,19.99,18.64,18.64,1,2.37,OB160553
KMT-2016-BLG-0078,SAO42K0101.041042,17:53:48.96,-29:05:07.69,7499.14821,19.6,0.771,18.92,18.99,18.99,1,1.9,OB160610
KMT-2016-BLG-0079,SAO42K0104.005663,17:53:42.92,-28:42:07.31,7542.10376,24.32,0.189,20.93,17.48,17.48,2,2.1,OB160938
KMT-2016-BLG-0080,BLG42K0201.014924,17:53:23.12,-29:04:03.22,7499.17402,55.08,0.537,18.63,18.02,18.02,1,2.37,OB160403
KMT-2016-BLG-0081,BLG42K0201.024207,17:53:23.98,-29:02:28.72,7477.09162,31.1,0.448,18.7,18.75,18.75,1,2.6,OB160301
KMT-2016-BLG-0082,SAO42K0201.073671,17:53:12.92,-29:05:07.12,7539.91899,10.98,0.058,21.83,20.0,20.18,1,2.52,
KMT-2016-BLG-0083,BLG42K0202.002774,17:52:58.65,-28:54:36.11,7619.92853,38.5,0.906,17.88,16.89,16.89,2,3.03,
KMT-2016-BLG-0084,SAO42K0204.006190,17:53:09.37,-28:40:03.90,7493.67921,99.7,0.008,23.98,17.8,17.8,2,2.82,OB160674
KMT-2016-BLG-0085,SAO42K0206.020251,17:53:14.55,-28:27:02.45,7548.74146,12.22,0.058,21.81,20.0,20.31,2,2.38,OB161009
KMT-2016-BLG-0086,BLG42K0401.020630,17:51:56.40,-29:05:21.41,7602.8127,49.01,0.675,19.8,19.78,19.78,2,3.25,OB161491
KMT-2016-BLG-0087,SAO42K0502.011587,17:51:28.51,-28:51:32.08,7491.17036,26.76,0.321,19.98,19.97,19.97,2,4.1,OB160555
KMT-2016-BLG-0088,SAO42K0502.016861,17:51:29.76,-28:54:21.82,7488.05842,13.03,0.135,20.25,19.74,19.74,2,3.7,OB160554 OB160600
KMT-2016-BLG-0089,BLG42M0105.010054,17:58:39.88,-28:31:47.60,7530.29191,139.71,0.004,20.64,17.64,17.64,1,1.54,OB160548 MB16242
KMT-2016-BLG-0090,BLG42M0401.073004,17:56:37.09,-29:01:12.11,7543.44098,37.62,0.015,22.04,20.0,20.11,1,2.32,MB16296
KMT-2016-BLG-0091,SAO42M0402.001412,17:56:44.62,-28:51:54.50,7495.35636,4.87,0.789,18.52,15.53,15.53,1,2.08,
KMT-2016-BLG-0092,SAO42M0403.027375,17:56:49.39,-28:48:44.89,7544.70867,26.42,0.061,20.95,18.93,18.93,1,2.01,OB160971 MB16307
KMT-2016-BLG-0093,BLG42M0404.069570,17:56:42.23,-28:41:38.00,7561.06982,22.86,0.567,19.65,19.71,19.71,1,1.82,
KMT-2016-BLG-0094,BLG42M0501.051518,17:56:12.23,-29:00:17.78,7555.40564,18.49,0.465,20.4,19.91,19.91,1,2.49,
KMT-2016-BLG-0095,SAO42M0501.063344,17:56:29.28,-28:58:43.61,7517.54056,21.13,0.071,20.26,20.0,20.19,1,2.58,MB16233
KMT-2016-BLG-0096,BLG42M0504.028368,17:56:20.38,-28:42:39.60,7561.40733,4.65,0.405,19.49,18.7,18.7,1,1.76,OB161162
KMT-2016-BLG-0097,SAO42M0602.010297,17:55:56.66,-28:53:00.46,7572.20206,24.99,0.106,19.22,19.03,19.03,2,1.74,OB161163 MB16346
KMT-2016-BLG-0098,SAO42M0602.028920,17:55:34.79,-28:57:57.24,7576.07447,19.64,0.268,20.37,18.92,18.92,4,1.76,OB161267
KMT-2016-BLG-0099,SAO42M0603.003051,17:55:43.20,-28:50:09.31,7564.68408,38.38,0.201,19.92,16.43,16.43,2,1.98,
KMT-2016-BLG-0100,SAO42M0607.011687,17:55:35.20,-28:19:05.63,7511.25353,22.76,0.216,19.83,20.0,21.01,2,2.61,
KMT-2016-BLG-0101,BLG42M0702.025407,17:54:52.57,-28:57:16.09,7490.51001,39.04,0.783,18.95,18.91,18.91,1,1.91,OB160580
KMT-2016-BLG-0102,SAO42M0705.018379,17:55:03.17,-28:32:36.28,7503.42064,10.28,0.16,19.97,19.03,19.03,2,2.37,
KMT-2016-BLG-0103,BLG42M0707.022243,17:54:59.98,-28:16:23.56,7488.51888,6.3,0.586,19.86,20.0,20.05,2,2.69,OB160614
KMT-2016-BLG-0104,BLG42M0801.006213,17:54:23.72,-29:05:20.11,7460.02377,23.5,0.849,16.33,16.34,16.34,1,1.72,OB160061 OB160131 MB16042
KMT-2016-BLG-0105,SAO42M0801.076235,17:54:20.41,-29:00:21.38,7539.37705,5.6,0.61,19.59,19.59,19.59,1,1.79,
KMT-2016-BLG-0106,SAO42M0802.009154,17:54:17.90,-28:55:15.74,7488.70668,21.41,0.236,17.78,17.77,17.77,2,1.72,MB16123
KMT-2016-BLG-0107,BLG42M0803.009668,17:54:27.48,-28:46:28.96,7549.86973,15.4,0.486,17.89,17.88,17.88,2,2.0,OB160937 MB16282
KMT-2016-BLG-0108,SAO42T0308.001230,17:52:26.75,-29:13:31.91,7488.75752,14.56,1.0,16.93,15.59,15.59,1,2.54,OB160547 OB160575 MB16135
KMT-2016-BLG-0109,SAO42T0308.041238,17:52:17.99,-29:16:38.32,7516.96436,47.39,0.062,22.69,19.85,19.85,1,2.85,
KMT-2016-BLG-0110,SAO43K0301.008383,18:00:14.13,-27:58:25.50,7530.06283,41.94,0.917,17.79,17.5,17.5,1,1.69,OB160576
KMT-2016-BLG-0111,SAO43K0401.001130,17:59:18.87,-27:59:41.10,7562.07584,23.14,0.265,15.37,15.21,15.21,1,1.89,MB16254
KMT-2016-BLG-0112,SAO43K0405.024145,17:59:40.70,-27:26:17.99,7648.41245,20.29,0.921,19.38,19.01,19.01,1,2.13,
KMT-2016-BLG-0113,BLG43K0504.016526,17:58:52.32,-27:36:48.82,7581.59823,199.96,0.003,22.53,18.46,18.46,1,2.02,OB161190 MB16383
KMT-2016-BLG-0114,SAO43K0505.001126,17:58:59.02,-27:23:59.89,7513.77397,102.08,0.045,21.57,15.21,15.21,1,1.81,
KMT-2016-BLG-0115,SAO43K0601.005501,17:58:15.57,-27:57:48.82,7556.80635,14.78,0.297,17.63,17.27,17.27,1,2.63,OB160940 MB16315
KMT-2016-BLG-0116,SAO43K0604.005286,17:58:21.19,-27:32:11.51,7503.3672,12.09,0.8,17.92,16.72,16.72,1,2.01,OB160640
KMT-2016-BLG-0117,SAO43K0604.036016,17:58:34.72,-27:36:54.00,7506.37978,18.38,0.032,20.68,19.25,19.25,1,1.84,OB160768 MB16207
KMT-2016-BLG-0118,SAO43K0604.069768,17:58:15.74,-27:32:18.10,7582.18198,15.32,0.475,19.95,20.0,20.16,1,2.08,OB161281
KMT-2016-BLG-0119,BLG43K0701.001878,17:57:57.69,-27:53:52.76,7521.64495,6.88,0.999,16.88,16.76,16.76,2,2.53,OB160855
KMT-2016-BLG-0120,SAO43K0704.034003,17:58:00.72,-27:32:50.10,7517.23538,5.17,0.48,20.07,20.0,20.4,1,2.37,
KMT-2016-BLG-0121,SAO43K0801.009715,17:57:09.43,-27:57:18.36,7495.4691,9.79,0.999,18.6,18.5,18.5,2,2.42,OB160615
KMT-2016-BLG-0122,SAO43M0105.024844,18:05:59.05,-27:28:23.59,7577.21678,40.12,0.099,20.96,18.47,18.47,1,0.75,MB16392
KMT-2016-BLG-0123,BLG43M0203.092105,18:05:30.83,-27:39:47.20,7577.67039,14.14,0.107,19.91,20.0,20.34,1,1.09,OB161286
KMT-2016-BLG-0124,SAO43M0302.011608,18:05:01.18,-27:45:45.90,7525.5997,40.7,0.016,22.68,17.86,17.86,1,0.93,OB160878
KMT-2016-BLG-0125,BLG43M0308.047159,18:05:03.03,-27:04:29.32,7498.97959,22.45,0.389,19.14,19.29,19.29,1,1.07,
KMT-2016-BLG-0126,BLG43M0401.025970,18:04:35.33,-27:53:22.49,7568.74666,4.97,0.71,19.23,18.65,18.65,1,1.13,OB161196
KMT-2016-BLG-0127,SAO43M0408.001814,18:04:19.76,-27:02:14.71,7431.29259,106.22,0.002,15.49,15.48,15.48,1,1.22,OB152093 MB16022
KMT-2016-BLG-0128,BLG43M0502.055878,18:03:43.59,-27:51:35.10,7567.25091,15.77,0.004,21.07,19.41,19.41,1,1.08,OB161206 MB16352
KMT-2016-BLG-0129,SAO43M0602.036388,18:03:08.11,-27:52:15.49,7534.76136,9.07,0.408,19.07,19.01,19.01,1,1.27,OB160920
KMT-2016-BLG-0130,SAO43M0603.073840,18:03:20.90,-27:38:31.60,7513.16165,4.03,0.454,19.71,19.78,19.78,1,1.13,OB160826
KMT-2016-BLG-0131,SAO43M0702.020921,18:02:43.57,-27:47:30.91,7511.14055,12.09,0.813,18.54,18.49,18.49,1,1.32,OB160792
KMT-2016-BLG-0132,BLG43M0703.059231,18:02:42.54,-27:44:21.08,7537.28035,10.31,0.66,19.44,19.51,19.51,1,1.39,OB160921
KMT-2016-BLG-0133,BLG43N0205.057252,18:05:33.79,-28:32:34.12,7562.67121,4.35,0.156,19.91,19.56,19.56,1,0.93,
KMT-2016-BLG-0134,SAO43N0304.000597,18:04:57.02,-28:37:40.12,7552.22232,7.03,0.672,14.45,14.46,14.46,1,0.83,OB160975 MB16290
KMT-2016-BLG-0135,BLG43N0304.010667,18:04:59.57,-28:39:29.70,7454.16736,60.13,0.154,19.89,17.76,17.76,1,0.92,OB160161
KMT-2016-BLG-0136,SAO43N0307.082761,18:05:04.64,-28:20:59.71,7543.18636,6.79,0.143,20.03,20.0,20.09,1,0.96,OB160978 MB16298
KMT-2016-BLG-0137,BLG43N0405.048035,18:04:20.22,-28:30:34.49,7530.00578,75.2,0.04,22.48,19.06,19.06,1,0.96,OB160898
KMT-2016-BLG-0138,SAO43N0408.037851,18:04:09.39,-28:10:36.91,7505.17787,9.67,0.054,21.25,18.82,18.82,1,0.92,
KMT-2016-BLG-0139,SAO43N0505.031466,18:04:06.84,-28:35:54.82,7567.7954,13.18,0.603,18.82,18.68,18.68,1,0.89,OB161148
KMT-2016-BLG-0140,SAO43N0506.005893,18:03:54.31,-28:29:34.91,7546.00527,9.56,0.354,18.79,16.81,16.81,1,0.95,OB160979 MB16316
KMT-2016-BLG-0141,SAO43N0507.008514,18:03:51.42,-28:18:43.31,7537.81679,24.45,0.18,19.61,17.3,17.3,1,0.89,OB160946
KMT-2016-BLG-0142,SAO43N0508.032118,18:03:50.73,-28:07:50.30,7536.2595,7.43,0.148,21.16,18.77,18.77,1,1.07,OB160948
KMT-2016-BLG-0143,SAO43N0508.032362,18:04:00.26,-28:09:18.61,7512.6044,4.27,0.136,18.72,18.77,18.77,1,0.96,OB160795 MB16223
KMT-2016-BLG-0144,SAO43N0607.013928,18:03:27.80,-28:22:23.48,7573.37777,2.15,0.52,18.17,17.81,17.81,1,0.86,OB161268
KMT-2016-BLG-0145,BLG43N0607.081332,18:03:21.02,-28:17:14.50,7563.12745,38.31,0.227,21.1,19.71,19.71,1,0.89,
KMT-2016-BLG-0146,BLG43N0608.055852,18:03:02.80,-28:08:50.21,7477.43158,21.76,0.28,19.63,19.22,19.22,1,0.82,OB160472
KMT-2016-BLG-0147,SAO43T0203.106462,18:00:59.78,-28:47:11.80,7516.06399,20.55,0.113,21.88,20.0,20.31,1,0.9,
KMT-2016-BLG-0148,SAO43T0205.089077,18:00:33.06,-28:31:07.21,7504.3197,3.86,0.326,19.71,19.98,19.98,1,1.29,
KMT-2016-BLG-0149,SAO43T0304.046463,17:59:54.32,-28:41:07.80,7542.15814,7.04,0.097,18.82,18.87,18.87,1,1.27,OB160914 MB16283
KMT-2016-BLG-0150,SAO43T0402.050902,17:59:26.11,-28:54:15.01,7558.01612,45.5,0.084,19.43,18.95,18.95,1,1.15,
KMT-2016-BLG-0151,SAO43T0406.064297,17:59:32.79,-28:24:26.50,7511.33379,2.87,0.171,19.57,19.43,19.43,1,1.41,OB160813 MB16222
KMT-2016-BLG-0152,BLG43T0502.004621,17:59:00.42,-28:55:40.19,7469.95838,32.3,1.0,15.89,15.93,15.93,1,1.01,OB160126 MB16059
KMT-2016-BLG-0153,SAO43T0504.009779,17:59:06.50,-28:44:03.80,7515.4112,14.48,0.897,17.33,17.28,17.28,1,1.23,OB160723 MB16235
KMT-2016-BLG-0154,SAO43T0605.068683,17:58:33.20,-28:37:03.90,7510.6777,7.98,0.11,19.74,19.77,19.77,1,1.56,OB160770
KMT-2016-BLG-0155,BLG43T0607.016372,17:58:28.32,-28:16:29.10,7566.9194,7.85,0.1,20.64,18.27,18.27,1,1.55,OB161189
KMT-2016-BLG-0156,SAO43T0702.054742,17:57:50.66,-28:58:21.68,7490.80718,34.85,0.069,21.14,19.31,19.31,1,1.59,OB160579
KMT-2016-BLG-0157,SAO43T0707.013692,17:57:45.40,-28:20:07.40,7487.75734,15.34,0.102,19.75,17.93,17.93,1,1.61,OB160558
KMT-2016-BLG-0158,BLG43T0707.085740,17:57:50.90,-28:19:52.10,7493.81003,183.05,0.009,20.16,20.0,20.07,1,1.6,OB160549
KMT-2016-BLG-0159,BLG43T0802.022508,17:57:14.69,-28:52:51.38,7494.14279,14.18,0.587,18.45,18.49,18.49,1,1.6,OB160724
KMT-2016-BLG-0160,SAO43T0806.001454,17:57:14.00,-28:28:50.70,7502.27423,26.06,0.604,15.65,15.41,15.41,1,1.73,OB160450 MB16179
KMT-2016-BLG-0161,SAO43T0807.008526,17:57:03.78,-28:16:02.78,7510.05455,37.81,0.353,18.98,17.26,17.26,1,1.9,OB160602 OB160639
KMT-2016-BLG-0162,BLG43T0807.039538,17:57:20.53,-28:18:34.09,7504.20312,7.25,0.032,19.31,19.14,19.14,1,1.81,MB16284
KMT-2016-BLG-0163,SAO02K0101.015137,17:54:13.85,-28:57:10.58,7502.51284,20.45,0.972,18.63,17.82,17.82,1,1.71,OB160731
KMT-2016-BLG-0164,BLG02K0104.012652,17:53:57.71,-28:34:21.86,7467.5159,120.16,0.849,19.6,19.35,19.35,2,2.39,OB140613
KMT-2016-BLG-0165,SAO02K0401.016390,17:52:11.12,-28:54:19.94,7604.71231,43.5,0.288,21.59,19.04,19.04,2,2.87,
KMT-2016-BLG-0166,BLG02M0102.058202,17:58:56.15,-28:43:23.09,7596.16224,76.03,0.477,19.1,19.09,19.09,1,1.21,OB160969
KMT-2016-BLG-0167,BLG02M0106.008704,17:58:55.25,-28:15:12.60,7436.45499,36.98,0.305,19.67,17.48,17.48,1,1.51,OB160014
KMT-2016-BLG-0168,BLG02M0201.034231,17:58:32.80,-28:51:23.80,7624.67043,67.09,0.292,20.06,18.77,18.77,1,1.18,OB161583
KMT-2016-BLG-0169,BLG02M0207.042090,17:58:07.77,-28:11:57.30,7481.15133,29.25,0.343,20.51,19.62,19.62,1,2.18,
KMT-2016-BLG-0170,BLG02M0401.011373,17:57:14.08,-28:56:59.50,7640.26293,22.9,0.382,20.0,17.72,17.72,1,1.52,OB161687
KMT-2016-BLG-0171,BLG02M0407.022329,17:57:15.23,-28:06:23.62,7587.31557,86.97,0.671,18.67,18.68,18.68,1,1.81,OB160766
KMT-2016-BLG-0172,BLG02M0501.035978,17:56:25.45,-28:50:48.01,7570.17571,24.39,0.791,19.68,19.31,19.31,1,2.08,
KMT-2016-BLG-0173,SAO02M0502.082425,17:56:39.11,-28:45:33.91,7547.89783,4.74,0.777,20.03,20.0,20.1,1,1.94,
KMT-2016-BLG-0174,BLG02M0503.056950,17:56:48.58,-28:39:19.01,7569.76129,2.2,0.087,19.71,19.34,19.34,1,1.76,OB161231 MB16368
